order,family,genus,species,common.name,ag.presence,ag.origin,ag.type,env,fertilization,mating,care,spawning
Siluriformes,Horabagridae ,Horabagrus,Horabagrus_brachysoma,Günther's catfish,0,n/a,n/a,F,E,G,n/a,P
Siluriformes,Ictaluridae,Ictalurus,Ictalurus_furcatus,blue catfish,1,S,S,F,E,NA,NA,NA
Siluriformes,Ictaluridae,Ictalurus,Ictalurus_punctatus,channel catfish,1,S,S,F,E,M,M,P
Siluriformes,Ictaluridae,Noturus,Noturus_gyrinus,tadpole madtom,0,n/a,n/a,F,E,NA,NA,NA
Siluriformes,Loricariidae,Fonchiiichthys,Fonchiiichthys_uracanthus,,0,n/a,n/a,F,E,G,NA,P
Siluriformes,Loricariidae,Rhinelepis,Rhinelepis_aspera,,0,n/a,n/a,F,E,NA,NA,NA
Siluriformes,Malapteruridae,Malapterurus,Malapterurus_electricus,electric catfish,0,n/a,n/a,F,E,NA,M,P
Siluriformes,Mochokidae,Synodontis,Synodontis_multipunctatus,,0,n/a,n/a,F,E,NA,n/a,S
Siluriformes,Pangasiidae,Pangassius,Pangasius_pangasius,pangas catfish,1,S,S,F,NA,NA,NA,NA
Siluriformes,Pimelodidae,Conorhynchos,Conorhynchos_conirostris,pira catfish,0,n/a,n/a,F,NA,C,NA,G
Siluriformes,Pimelodidae,Iheringichtys,Iheringichthys_labrosus,,0,n/a,n/a,F,NA,NA,NA,NA
Siluriformes,Pimelodidae,Pimelodus,Pimelodus_maculatus,,0,n/a,n/a,F,E,NA,NA,NA
Siluriformes,Pimelodidae,Pseudoplatystoma ,Pseudoplatystoma_corruscans,Spotted sorubim,0,n/a,n/a,F,E,C,NA,G
Siluriformes,Plotosidae,Neosilurus,Neosilurus_ater,Narrowfront tandan,0,n/a,n/a,F,E,NA,M,P
Siluriformes,Plotosidae,Neosilurus,Neosilurus_hyrtlii,Glencoe tandan,0,n/a,n/a,F,E,NA,M,P
Siluriformes,Pseudopimelodidae,Lophiosilurus,Lophiosilurus_alexandri,,0,n/a,n/a,F,NA,NA,M,P
Siluriformes,Schilbeidae,Eutropiichthys,Eutropiichthys_vacha,Batchwa vacha,0,n/a,n/a,"F,M",E,NA,n/a,P
Siluriformes,Schilbeidae,Schilbe,Schilbe_mystus,African butter catfish,0,n/a,n/a,F,E,NA,n/a,P
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax_distolothrix,,0,n/a,n/a,F,I,NA,NA,P
Siluriformes,Siluridae,Ompok ,Ompok_siluroides,,1,S,S,F,NA,NA,NA,NA
Siluriformes,Siluridae,Silurus,Silurus_aristotelis,Aristotle's catfish,0,n/a,n/a,F,E,NA,M,P
Siluriformes,Siluridae,Silurus,Silurus_asotus,Amur catfish,0,n/a,n/a,F,E,M,n/a,P
Siluriformes,Siluridae,Silurus,Silurus_lithophilus,Rock catfish,0,n/a,n/a,F,E,NA,n/a,P
Siluriformes,Sisoridae,Glyptothorax,Glyptothorax_brevipinnis,river cat,0,n/a,n/a,F,NA,NA,NA,NA
Siluriformes,Trichomycteridae,Hatcheria,Hatcheria_macraei,,0,n/a,n/a,F,NA,NA,NA,NA
Stomiiformes,Gonostomatidae,Gonostoma,Gonostoma_elongatum,elongated bristlemouth,0,n/a,n/a,M,E,H,n/a,NA
Stomiiformes,Gonostomatidae,Sigmops,Sigmops_bathyphilus,spark anglemouth,0,n/a,n/a,M,E,H,NA,P
Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus_muelleri,silvery lightfish,0,n/a,n/a,M,NA,NA,NA,NA
Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus_platysoma,,0,n/a,n/a,F,E,NA,M,P
Synbranchiformes,Synbranchidae,Monopterus,Monopterus_cuchia,Cuchia,0,n/a,n/a,F,E,NA,M,P
Synbranchiformes,Synbranchidae,Synbranchus,Synbranchus_marmoratus,,0,n/a,n/a,F,E,H,NA,NA
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus_chinensis,Chinese trumpetfish,0,n/a,n/a,M,E,NA,n/a,P
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus_maculatus,Trumpetfish,0,n/a,n/a,M,E,NA,n/a,P
Syngnathiformes,Centriscidae,Macroramphosus,Macroramphosus_scolopax,Longspine snipefish,0,n/a,n/a,M,E,NA,NA,S
Syngnathiformes,Fistulariidae,Fistularia,Fistularia_commersonii,bluespotted cornetfish,0,n/a,n/a,M,E,NA,n/a,S
Syngnathiformes,Syngnathidae,Phyllopteryx,Phyllopteryx_taeniolatus,Common seadragon,0,n/a,n/a,M,E,A,M,P
Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus_acus,Greater pipefish,0,n/a,n/a,M,E,A,M,P
Tetraodontiformes,Balistidae,Pseudobalistes,Pseudobalistes_flavimarginatus,Yellowmargin triggerfish,0,n/a,n/a,M,E,G,B,P
Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys_mento,Redtail triggerfish,0,n/a,n/a,M,E,G,B,P
Tetraodontiformes,Diodontidae,Chilomycterus,Chilomycterus_reticulatus,Spotfin burrfish,0,n/a,n/a,M,E,C,n/a,G
Tetraodontiformes,Diodontidae,Diodon,Diodon_hystrix,Spot-fin porcupinefish,0,n/a,n/a,M,E,C,n/a,G
Tetraodontiformes,Molidae,Ranzania,Ranzania_laevis,slender sunfish,0,n/a,n/a,M,E,NA,n/a,NA
Tetraodontiformes,Monacanthidae,Oxymonacanthus,Oxymonacanthus_longirostris,Longnose filefish,0,n/a,n/a,M,E,M,n/a,P
Tetraodontiformes,Monacanthidae,Rudarius,Rudarius_ercodes,Whitespotted pygmy filefish,0,n/a,n/a,M,E,C,F,G
Tetraodontiformes,Monacanthidae,Stephanolepis ,Stephanolepis_hispidus,planehead filefish,0,n/a,n/a,M,E,NA,NA,P
Tetraodontiformes,Ostraciidae,Lactoria,Lactoria_diaphana,Roundbelly cowfish,0,n/a,n/a,M,E,C,n/a,S
Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster_valentini,Sharpnose puffer,0,n/a,n/a,M,E,G,M,S
Zeiformes,Oreosomatidae,Allocyttus,Allocyttus_verrucosus,Warty oreo,0,n/a,n/a,M,I,NA,n/a,NA
Zeiformes,Oreosomatidae,Neocyttus,Neocyttus_rhomboidalis,spiky oreo,0,n/a,n/a,M,I,NA,n/a,P
Zeiformes,Zeidae,Zenopsis,Zenopsis_conchifer,Silvery John dory,0,n/a,n/a,M,NA,NA,NA,NA
