order,family,genus,species,common.name,ag.presence,ag.origin,ag.type,env,fertilization,mating,care,spawning
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_baerii,siberian sturgeon,0,n/a,n/a,F,E    ,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_brevirostrum,shortnose sturgeon,0,n/a,n/a,"F,M",E,C,n/a,S
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_fulvescens,Lake sturgeon,0,n/a,n/a,"F,M",E,C,n/a,G
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_gueldenstaedtii,russian sturgeon,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_medirostris,green sturgeon,0,n/a,n/a,"F,M",E,M,n/a,P  
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_nudiventris,ship sturgeon,0,n/a,n/a,"F,M",E,A,n/a,P
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_oxyrinchus,atlantic sturgeon,0,n/a,n/a,"F,M",E,C,n/a,G
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_persicus,persian sturgeon,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_ruthenus,sterlet sturgeon,0,n/a,n/a,F,E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_sinensis,chinese sturgeon,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_stellatus,stellate sturgeon,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_sturio,baltic sturgeon,0,n/a,n/a,"F,M",E,A,n/a,P
Acipenseriformes,Acipenseridae,Acipenser,Acipenser_transmontanus,white sturgeon,0,n/a,n/a,"F,M",E,G,n/a,P
Acipenseriformes,Acipenseridae,Huso,Huso_dauricus,kaluga,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Acipenseridae,Huso,Huso_huso,beluga,0,n/a,n/a,"F,M",E,NA,n/a,NA
Acipenseriformes,Polyodontidae,Polyodon,Polyodon_spathula,paddlefish,0,n/a,n/a,F,E,C,n/a,G
Albuliformes,Albulidae,Albula,Albula_vulpes,Bonefish,0,n/a,n/a,M,E,C,n/a,G
Albuliformes,Albulidae,Nemoossis,Pterothrissus_belloci,Longfin bonefish,0,n/a,n/a,M,E,C,n/a,G
Albuliformes,Albulidae,Pterothrissus,Pterothrissus_gissu,Japanese gissu,0,n/a,n/a,M,E,C,n/a,G
Amiiformes,Amiidae,Amia,Amia_calva,Bowfin,0,n/a,n/a,F,E,M,M,P
Anguilliformes,Anguillidae,Anguilla,Anguilla_anguilla,european eel,0,n/a,n/a,"F,M",E,A,n/a,G
Anguilliformes,Chlopsidae,Chilorhinus,Chilorhinus_platyrhynchus,flatnose xenocongrid eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Chlopsidae,Chilorhinus,Chilorhinus_suensonii,seagrass eel,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Chlopsidae,Kaupichthys,Kaupichthys_hyoproroides,false moray,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Colocongridae,Coloconger,Coloconger_cadenati,,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Congridae,Acromycter,Acromycter_perturbator,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Ariosoma,Ariosoma_anago,silvery conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Ariosoma,Ariosoma_marginatum,large-eye conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Ariosoma,Ariosoma_selenops,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Bathycongrus retrotinctus,Bathycongrus_retrotinctus,blackedge conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Coloconger,Coloconger_meadi,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Coloconger,Coloconger_raniceps,froghead eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Conger,Conger_conger,European conger,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Congridae,Conger,Conger_myriaster,Whitespotted conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Conger,Conger_oceanicus,American conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Congriscus,Congriscus_megastomus,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Gnathophis,Gnathophis_habenatus,little conger eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Gnathophis,Gnathophis_heterognathos,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Heteroconger,Heteroconger_longissimus,Brown garden eel,0,n/a,n/a,M,NA,NA,NA,P
Anguilliformes,Congridae,Paraconger,Paraconger_notialis,Guinean conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Pseudophichthys,Pseudophichthys_splendens,purplemouthed conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Rhynchoconger,Rhynchoconger_flavus,yellow conger,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Congridae,Rhynchoconger,Rhynchoconger_gracilior,whiptail conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Xenomystax,Xenomystax_atrarius,deepwater conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Congridae,Xenomystax,Xenomystax_congroides,bristletooth conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Derichthyidae,Derichthys,Derichthys_serpentinus,narrownecked oceanic eel,0,n/a,n/a,M,NA,NA,n/a,NA
Anguilliformes,Derichthyidae,Nessorhamphus,Nessorhamphus_ingolfianus,duckbill oceanic eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Derichthyidae,Nessorhamphus ,Nessorhamphus_danae,dana duckbill eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Heterenchelyidae,Pythonichthys,Pythonichthys_asodes,Pacific mud eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenesocidae,Congresox,Congresox_talabon,yellow pike conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenesocidae,Gavialiceps,Gavialiceps_taeniola,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenesocidae,Muraenesox,Muraenesox_cinereus,daggertooth pike conger,0,n/a,n/a,"F,M",E,NA,n/a,NA
Anguilliformes,Muraenesocidae,Oxyconger,Oxyconger_leptognathus,shorttail pike conger,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenidae,Echidna,Echidna_nebulosa,starry moray,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Muraenidae,Gymnomuraena,Gymnomuraena_zebra,zebra moray,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_buroensis,vagrant moray,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_hepaticus,liver-colored moray,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_herrei,Herre's moray,0,n/a,n/a,M,E,A,n/a,G
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_margaritophorus,blotch-necked moray,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_meleagris,turkey moray,0,n/a,n/a,"F,M",NA,NA,NA,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_richardsonii,Richardson's moray,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_undulatus,undulated moray,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax_zonipectis,barredfin moray,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Nemichthyidae,Avocettina,Avocettina_bowersii,,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Nemichthyidae,Avocettina,Avocettina_infans,avocet snipe eel,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Nemichthyidae,Nemichthys,Nemichthys_scolopaceus,slender snipe eel,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Nettastomatidae,Facciolella,Facciolella_equatorialis,dogface witch eel,0,n/a,n/a,M,E,NA,NA,NA
Anguilliformes,Nettastomatidae,Hoplunnis,Hoplunnis_macrura,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Nettastomatidae,Nettastoma,Nettastoma_melanurum,blackfin sorcerer,0,n/a,n/a,M,E,NA,n/a,NA
Anguilliformes,Nettastomatidae,Saurenchelys,Saurenchelys_fierasfer,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Serrivomeridae,Serrivomer,Serrivomer_beanii,stout sawpalate,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Serrivomeridae,Serrivomer,Serrivomer_samoensis,samoa sawtooth,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Serrivomeridae,Serrivomer,Serrivomer_sector,sawtooth eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Atractodenchelys,Atractodenchelys_phrix,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Dysomma,Dysomma_anguillare,short belly eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Dysommina,Dysommina_rugosa,,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Ilyophis,Ilyophis_brunneus,muddy arrowtooth,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Simenchelys,Simenchelys_parasitica,snubnosed eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus_affinis,grey cutthroat,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus_brevidorsalis,Shortdorsal cutthroat eel,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus_kaupii,Kaupi's arrowtooth,0,n/a,n/a,M,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus_oregoni,,0,n/a,n/a,M,NA,NA,NA,NA
Atheriniformes,Atherinopsidae,Menidia,Menidia_menidia,Atlantic silverside,0,n/a,n/a,M,E,C,n/a,G
Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes_nigricans,South american silverside,0,n/a,n/a,"F,M",NA,NA,NA,NA
Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes_smitti,Neotropical silverside,0,n/a,n/a,F,NA,NA,NA,NA
Atheriniformes,Melanotaeniidae,Glossolepis,Glossolepis_incisus,red raindowfish,0,n/a,n/a,F,E,NA,NA,P
Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia_nigrans,Black-banded rainbowfish,0,n/a,n/a,F,E,Y,n/a,P
Atheriniformes,Phallostethidae,Gulaphallus,Gulaphallus_bikolanus,,0,n/a,n/a,F,I,NA,NA,NA
Atheriniformes,Phallostethidae,Gulaphallus,Gulaphallus_mirabilis,,0,n/a,n/a,NA,I,NA,n/a,P
Atheriniformes,Phallostethidae,Neostethus,Neostethus_bicornis,,0,n/a,n/a,"F,B",I,NA,n/a,P
Atheriniformes,Phallostethidae,Neostethus,Neostethus_borneensis,,0,n/a,n/a,F,I,NA,NA,NA
Atheriniformes,Phallostethidae,Neostethus,Neostethus_lankesteri,,0,n/a,n/a,F,I,NA,n/a,P
Atheriniformes,Phallostethidae,Phenacostethus ,Phenacostethus_posthon,,0,n/a,n/a,F,I,NA,NA,P
Atheriniformes,Phallostethidae,Phenacostethus ,Phenacostethus_smithi,Smith's priapium,0,n/a,n/a,F,I,NA,NA,P
Atheriniformes,Pseudomugilidae,Pseudomugil,Pseudomugil_gertrudae,Spotted blue-eye,0,n/a,n/a,F,E,NA,n/a,P
Atheriniformes,Pseudomugilidae,Pseudomugil,Pseudomugil_mellis,Honey blue-eye,0,n/a,n/a,F,E,NA,n/a,P
Atheriniformes,Pseudomugilidae,Pseudomugil,Pseudomugil_signifer,Pacific blue-eye,0,n/a,n/a,F,E,NA,n/a,P
Atheriniformes,Pseudomugilidae,Pseudomugil,Pseudomugil_tenellus,Delicate blue-eye,0,n/a,n/a,F,E,NA,n/a,P
Aulopiformes,Alepisauridae,Alepisaurus,Alepisaurus_ferox,long snouted lancetfish,0,n/a,n/a,M,NA,H,NA,NA
Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus_ferox,deep-sea lizard fish,0,n/a,n/a,M,NA,H,NA,NA
Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus_mollis,highfin lizardfish,0,n/a,n/a,M,NA,H,NA,NA
Aulopiformes,Chlorophthalmidae,Chlorophthalmus,Chlorophthalmus_agassizi,Shortnose greeneye,0,n/a,n/a,M,E,H,n/a,NA
Aulopiformes,Chlorophthalmidae,Parasudis,Parasudis_truculenta,Longnose greeneye,0,n/a,n/a,M,E,H,NA,NA
Aulopiformes,Giganturidae,Gigantura,Gigantura_indica,Telescopefish,0,n/a,n/a,NA,NA,H,NA,NA
Aulopiformes,Ipnopidae,Bathypterois,Bathypterois_dubius,mediterranean spiderfish,0,n/a,n/a,M,NA,H,NA,NA
Aulopiformes,Synodontidae,Synodus,Synodus_ulae,Red lizard fish,0,n/a,n/a,M,E,NA,n/a,P
Batrachoidiformes,Batrachoididae,Halobatrachus,Halobatrachus_didactylus,Lusitanian toadfish,1,S,S,M,E,G,M,S
Batrachoidiformes,Batrachoididae,Opsanus,Opsanus_tau,Oyster toadfish,1,S,S,M,E,G,M,S
Batrachoidiformes,Batrachoididae,Porichthys,Porichthys_notatus,Plainfin midshipman,1,S,S,M,E,G,M,S
Beloniformes,Adrianichthyidae,Oryzias,Oryzias_latipes,Japanese medaka,0,n/a,n/a,"F,M",I,G,n/a,S
Beloniformes,Belonidae,Tylosurus,Tylosurus_acus melanotus,keel-jawed needlefish,0,n/a,n/a,M,E,NA,NA,NA
Beloniformes,Belonidae,Xenentodon,Xenentodon_cancila,freshwater garfish,0,n/a,n/a,"F,M",E,A,n/a,P
Beloniformes,Exocoetidae,Parexocoetus,Parexocoetus_brachypterus,Salinfin flyingfish,0,n/a,n/a,M,E,C,n/a,G
Beloniformes,Hemiramphidae,Hemiramphus,Hemiramphus_saltator,Longfin halfbeak,0,n/a,n/a,M,E,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus_unifasciatus,Common halfbeak,0,n/a,n/a,M,E,NA,NA,NA
Beloniformes,Zenarchopteridae,Dermogenys,Dermogenys_montana,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Dermogenys,Dermogenys_orientalis,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Dermogenys,Dermogenys_pusilla,wrestling halfbeak,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Dermogenys,Nomorhamphus_ebrardtii,,0,n/a,n/a,F,I,NA,F,P
Beloniformes,Zenarchopteridae,Dermogenys,Nomorhamphus_vivipara,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Dermogenys,Nomorhamphus_weberi,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_chrysopunctatus,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_kapuasensis,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_kuekenthali,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_phaiosoma,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_pogonognathus,forest halfbeak,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Hemirhamphodon,Hemirhamphodon_tengah,,0,n/a,n/a,F,I,C,NA,P
Beloniformes,Zenarchopteridae,Nomorhamphus,Nomorhamphus_celebensis,poso halfbeak,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Nomorhamphus,Nomorhamphus_liemi,celebes halfbeak,0,n/a,n/a,F,I,NA,F,S
Beloniformes,Zenarchopteridae,Nomorhamphus,Nomorhamphus_ravnaki,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Nomorhamphus,Nomorhamphus_sanussii,,0,n/a,n/a,F,I,NA,NA,NA
Beloniformes,Zenarchopteridae,Nomorhamphus,Nomorhamphus_towoetii,,0,n/a,n/a,F,I,NA,F,NA
Beloniformes,Zenarchopteridae,Zenarchopterus,Zenarchopterus_buffonis,Buffon's river garfish,0,n/a,n/a,M,I,NA,F,"G,P"
Beloniformes,Zenarchopteridae,Zenarchopterus,Zenarchopterus_gilli,Viviparous halfbeak,0,n/a,n/a,M,I,NA,F,"G,P"
Beryciformes,Berycidae,Beryx,Beryx_splendens,splendid alfonsino,0,n/a,n/a,M,E,C,n/a,G
Beryciformes,Trachichthyidae,Hoplostethus,Hoplostethus_atlanticus,orange roughy,0,n/a,n/a,M,E,C,n/a,G
Cetomimiformes,Cetomimidae,Cetostoma,Cetostoma_regani,,0,n/a,n/a,M,NA,NA,NA,NA
Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus_lacustris,,0,n/a,n/a,F,E,NA,NA,NA
Characiformes,Anostomidae,Leporinus,Leporinus_macrocephalus,,0,n/a,n/a,F,E,NA,n/a,P
Characiformes,Bryconidae,Brycon,Brycon_opalinus,,0,n/a,n/a,F,E,NA,NA,NA
Characiformes,Bryconidae,Brycon,Brycon_orthotaenia,,0,n/a,n/a,F,E,NA,NA,NA
Characiformes,Characidae,Argopleura,Argopleura_chocoensis,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Argopleura,Argopleura_magdalenensis,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Brittanichthys,Brittanichthys_axelrodi,,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Characidae,Corynopoma ,Corynopoma_riisei,swordtail characin,0,n/a,n/a,F,I,M,n/a,S
Characiformes,Characidae,Diapoma,Diapoma_speculiferum,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Diapoma,Diapoma_terofali,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Gephyrocharax,Gephyrocharax_atracaudatus,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Gephyrocharax,Gephyrocharax_chocoensis,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Gephyrocharax,Gephyrocharax_intermedius,,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Characidae,Gephyrocharax,Gephyrocharax_valencia,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Gephyrocharax,Gephyrocharax_venezuelae,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Glandulocauda,Glandulocauda_melanopleura,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Gymnocharacinus,Gymnocharacinus_bergii,Naked characin,0,n/a,n/a,F,E,NA,n/a,P
Characiformes,Characidae,Hysteronotus,Chrysobrycon_hesperus,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Hysteronotus,Chrysobrycon_myersi,,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Characidae,Hysteronotus,Hysteronotus_megalostomus,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Iotabrycon,Iotabrycon_praecox,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Landonia,Landonia_latidens,,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Characidae,Mimagoniates,Mimagoniates_barberi,,0,n/a,n/a,F,I,NA,n/a,NA
Characiformes,Characidae,Mimagoniates,Mimagoniates_lateralis,,0,n/a,n/a,F,E,NA,n/a,NA
Characiformes,Characidae,Mimagoniates,Mimagoniates_microlepis,blue tetra,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Mimagoniates,Mimagoniates_rheocharis,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Mimagoniates,Mimagoniates_sylvicola,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Phenacobrycon,Phenacobrycon_henni,,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Characidae,Planaltina,Planaltina_myersi,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Pseudocorynopoma,Pseudocorynopoma_doriae,dragonfin tetra,0,n/a,n/a,F,E,NA,n/a,P
Characiformes,Characidae,Pseudocorynopoma,Pseudocorynopoma_heterandria,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Pterobrycon,Pterobrycon_myrnae,,0,n/a,n/a,F,I,C,NA,P
Characiformes,Characidae,Ptychocharax,Ptychocharax_rhyacophila,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Characidae,Xenurobrycon,Xenurobrycon_polyancistrus,,0,n/a,n/a,F,I,NA,NA,NA
Characiformes,Chilodontidae,Chilodus,Chilodus_punctatus,Spotted headstander,0,n/a,n/a,F,E,NA,n/a,NA
Characiformes,Distichondontidae,Distichodus,Distichodus_rostratus,Grass-eater,0,n/a,n/a,F,NA,NA,NA,NA
Characiformes,Hepsetidae,Hepsetus,Hepsetus_odoe,african pike,0,n/a,n/a,F,E,M,B,P
Characiformes,Iguanodectidae,Bryconops,Bryconops_affinis,Orangefin tetra,0,n/a,n/a,F,E,NA,n/a,NA
Characiformes,Iguanodectidae,Bryconops,Bryconops_melanurus,,0,n/a,n/a,F,E,NA,n/a,NA
Characiformes,Parodontidae,Apareiodon,Apareiodon_affinis,Darter characine,0,n/a,n/a,F,E,NA,n/a,NA
Characiformes,Parodontidae,Apareiodon,Apareiodon_ibitiensis,,0,n/a,n/a,F,E,C,n/a,G
Characiformes,Parodontidae,Apareiodon,Apareiodon_piracicabae,,0,n/a,n/a,F,E,C,n/a,G
Characiformes,Prochilodontidae,Prochilodus,Prochilodus_argenteus,,0,n/a,n/a,F,E,G,NA,G
Clupeiformes,Chirocentridae,Chirocentrus,Chirocentrus_dorab,Dorab wolf-herring,0,n/a,n/a,M,NA,NA,NA,NA
Clupeiformes,Clupeidae,Jenkinsia,Jenkinsia_lamprotaenia,Dwarf round herring,0,n/a,n/a,M,E,C,n/a,G
Clupeiformes,Clupeidae,Sardina,Sardina_pilchardus,European pilchard,0,n/a,n/a,"F,M",E,C,n/a,G
Clupeiformes,Engraulidae,Engraulis,Engraulis_encrasicolus,European anchovy,0,n/a,n/a,M,E,C,n/a,G
Clupeiformes,Engraulidae,Stolephorus,Stolephorus_commersonnii,Commerson's anchovy,0,n/a,n/a,M,E,C,NA,NA
Cypriniformes,Botiidae,Leptobotia,Leptobotia_elongata,,0,n/a,n/a,F,E,NA,NA,NA
Cypriniformes,Catostomidae,Erimyzon,Erimyzon_oblongus,Eastern creek chubsucker,0,n/a,n/a,F,E,C,M,S
Cypriniformes,Cobitidae,Cobitis,Cobitis_striata,Striated spined loach,0,n/a,n/a,F,E,C,NA,P
Cypriniformes,Cyprinidae,Danio,Danio_rerio,zebrafish,0,n/a,n/a,F,E,C,n/a,S
Cypriniformes,Cyprinidae,Puntius,Puntius_denisonii,denison barb,0,n/a,n/a,F,NA,NA,n/a,NA
Cypriniformes,Cyprinidae,Rhodeus,Rhodeus_ocellatus,Rosy bitterling,0,n/a,n/a,F,E,C,n/a,S 
Cypriniformes,Cyprinidae,Rhodeus,Rhodeus_sericeus,Bitterling,0,n/a,n/a,F,E,G,n/a,S
Cypriniformes,Cyprinidae,Rutilus,Rutilus_rutilus,Roach,0,n/a,n/a,F,E,G,n/a,S
Cyprinodontiformes,Anablepidae,Anableps,Anableps_anableps,Largescale foureyes,0,n/a,n/a,F,I,NA,F,NA
Cyprinodontiformes,Anablepidae,Anableps,Anableps_dowei,pacific foureyed fish,0,n/a,n/a,"F,M",I,NA,NA,NA
Cyprinodontiformes,Anablepidae,Jenynsia,Jenynsia_lineata,onesided livebearer,0,n/a,n/a,F,I,NA,F,P
Cyprinodontiformes,Anablepidae,Jenynsia,Jenynsia_multidentata,Rio de la Plata one-sided livebearer,0,n/a,n/a,F,I,A,F,P
Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon_variegatus_variegatus,Sheepshead minnow,0,n/a,n/a,"F,M",E,G,M,S
Cyprinodontiformes,Fundulidae,Fundulus,Fundulus_heteroclitus_heteroclitus,mummichog,0,n/a,n/a,"F,M",E,G,n/a,S
Cyprinodontiformes,Goodeidae,Girardinichthys,Girardinichthys_multiradiatus,Darkedged splitfin,0,n/a,n/a,F,I,NA,F,S
Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,Guppy,0,n/a,n/a,F,I,C,F,S 
Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus_variatus,Variable platyfish,0,n/a,n/a,F,I,NA,F,S
Cyprinodontiformes,Rivulidae,Austrolebias,Austrolebias_charrua,,0,n/a,n/a,F,E,M,NA,P
Cyprinodontiformes,Rivulidae,Kryptolebias,Kryptolebias_marmoratus,mangrove rivulus,0,n/a,n/a,F,I,H,n/a,NA
Elopiformes,Elopidae,Elops,Elops_saurus,Ladyfish,0,n/a,n/a,M,E,C,n/a,G
Elopiformes,Megalopidae,Megalops,Megalops_atlanticus,Tarpon,0,n/a,n/a,"F,M",E,C,n/a,G
Elopiformes,Megalopidae,Megalops,Megalops_cyprinoides,Indo-Pacific tarpon,0,n/a,n/a,"F,M",E,C,n/a,G
Esociformes,Esocidae,Esox,Esox_lucius,Northern pike,0,n/a,n/a,"F,M",E,C,n/a,"G,P"
Gadiformes,Gadidae,Gadus,Gadus_morhua,Atlantic cod,0,n/a,n/a,M,E,C,n/a,G
Gadiformes,Gadidae,Melanogrammus,Melanogrammus_aeglefinus,Haddock,0,n/a,n/a,M,E,C,n/a,P
Gadiformes,Gadidae,Theragra,Theragra_chalcogramma,Alaska pollock,0,n/a,n/a,M,E,C,n/a,G
Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides_rupestris,roundnose grenadier,0,n/a,n/a,F,E,C,n/a,G
Gadiformes,Merlucciidae,Macruronus,Macruronus_novaezelandiae,blue grenadier,0,n/a,n/a,M,E,NA,n/a,NA
Gadiformes,Moridae,Pseudophycis,Pseudophycis_bachus,red codling,0,n/a,n/a,M,E,NA,n/a,NA
Gadiformes,Phycidae,Phycis,Phycis_phycis,forkbeard,0,n/a,n/a,M,E,NA,n/a,NA
Gadiformes,Phycidae,Urophycis,Urophycis_brasiliensis,Brazilian codling,0,n/a,n/a,M,NA,NA,NA,G
Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus_aculeatus,Three-spined stickleback,0,n/a,n/a,"F,M",E,C,M,S
Gasterosteiformes,Gasterosteidae,Spinachia,Spinachia_spinachia,Sea stickleback,0,n/a,n/a,M,E,G,M,S
