order,family,genus,species,ag,mating,care,spawning,pairs.groups,pairs.arts
Perciformes,Gobiidae,Bathygobius,Bathygobius_fuscus,1,0,1,1,NA,1
Perciformes,Gobiidae,Buenia,Buenia_jeffreysii,1,NA,1,NA,NA,NA
Perciformes,Gobiidae,Cryptocentrus,Cryptocentrus_lutheri,0,0,1,0,0,0
Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,1,NA,1,0,0,0
Perciformes,Gobiidae,Glossogobius,Glossogobius_giuris,1,0,1,0,0,0
Perciformes,Gobiidae,Glossogobius,Glossogobius_olivaceus,1,0,1,0,0,0
Perciformes,Gobiidae,Gobiodon,Gobiodon_oculolineatus,1,0,1,0,0,0
Perciformes,Gobiidae,Gobiodon,Gobiodon_okinawae,1,0,NA,0,0,0
Perciformes,Gobiidae,Gobiodon,Gobiodon_quinquestrigatus,1,0,1,0,0,0
Perciformes,Gobiidae,Gobiodon,Gobiodon_rivulatus,1,0,1,0,0,0
Perciformes,Gobiidae,Gobius,Gobius_cobitis,1,0,1,0,0,0
Perciformes,Gobiidae,Gobius,Gobius_niger,1,0,1,1,NA,1
Perciformes,Gobiidae,Gobius,Gobius_paganellus,1,0,1,0,0,0
Perciformes,Gobiidae,Knipowitschia,Knipowitschia_panizzae,1,0,1,0,0,0
Perciformes,Gobiidae,Lythrypnus,Lythrypnus_dalli,1,0,1,1,NA,1
Perciformes,Gobiidae,Neogobius,Neogobius_melanostomus,1,0,1,1,NA,1
Perciformes,Gobiidae,Padogobius,Padogobius_bonelli,1,0,1,0,0,0
Perciformes,Gobiidae,Paragobiodon,Paragobiodon_echinocephalus,1,0,1,0,0,0
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus_marmoratus,1,0,1,0,0,0
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus_microps,1,0,1,1,NA,1
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus_minutus,1,0,1,1,NA,1
Perciformes,Gobiidae,Valenciennea,Valenciennea_muralis,0,0,1,0,0,0
Perciformes,Gobiidae,Valenciennea,Valenciennea_sexguttata,0,0,1,0,0,0
Perciformes,Gobiidae,Valenciennea,Valenciennea_strigata,0,0,1,0,0,0
Perciformes,Gobiidae,Zosterisessor,Zosterisessor_ophiocephalus,1,0,1,1,NA,1
Perciformes,Grammatidae,Gramma,Gramma_brasiliensis,0,NA,1,NA,NA,NA
Perciformes,Grammatidae,Gramma,Gramma_loreto,0,NA,1,0,0,0
Perciformes,Haemulidae,Haemulon,Haemulon_flavolineatum,0,0,0,0,0,0
Perciformes,Haemulidae,Haemulon,Haemulon_plumierii,0,0,0,0,0,0
Perciformes,Hapalogenyidae,Hapalogenys,Hapalogenys_nigripinnis,0,NA,NA,NA,NA,NA
Perciformes,Icosteidae,Icosteus,Icosteus_aenigmaticus,0,NA,NA,NA,NA,NA
Perciformes,Istiophoridae,Makaira,Makaira_nigricans,0,1,0,0,0,0
Perciformes,Istiophoridae,Tetrapturus,Kajikia_albida,0,NA,0,NA,NA,NA
Perciformes,Istiophoridae,Tetrapturus,Kajikia_audax,0,NA,0,NA,NA,NA
Perciformes,Istiophoridae,Tetrapturus,Tetrapturus_angustirostris,0,NA,0,NA,NA,NA
Perciformes,Kraemeriidae,Kraemeria,Kraemeria_bryani,0,NA,NA,NA,NA,NA
Perciformes,Kurtidae,Kurtus,Kurtus_gulliveri,0,0,1,0,0,0
Perciformes,Kyphosidae,Kyphosus,Kyphosus_bigibbus,0,NA,NA,NA,NA,NA
Perciformes,Labridae,Cheilinus,Cheilinus_undulatus,1,0,0,0,0,0
Perciformes,Labridae,Halichoeres,Halichoeres_bivittatus,0,1,0,1,NA,1
Perciformes,Labridae,Halichoeres,Halichoeres_garnoti,0,0,0,NA,NA,NA
Perciformes,Labridae,Halichoeres,Halichoeres_maculipinna,0,1,NA,1,NA,1
Perciformes,Labridae,Halichoeres,Halichoeres_melanurus,0,0,0,0,0,0
Perciformes,Labridae,Halichoeres,Halichoeres_pictus,0,NA,NA,1,NA,1
Perciformes,Labridae,Halichoeres,Halichoeres_poeyi,0,0,NA,1,NA,1
Perciformes,Labridae,Thalassoma,Thalassoma_bifasciatum,0,0,1,1,NA,1
Perciformes,Labrisomidae,Labrisomus,Labrisomus_bucciferus,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Labrisomus,Labrisomus_haitiensis,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Labrisomus,Labrisomus_nuchipinnis,1,0,1,0,0,0
Perciformes,Labrisomidae,Malacoctenus,Malacoctenus_macropus,1,0,1,0,0,0
Perciformes,Labrisomidae,Malacoctenus,Malacoctenus_triangulatus,1,NA,1,0,0,0
Perciformes,Labrisomidae,Malacoctenus,Malacoctenus_versicolor,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Paraclinus,Paraclinus_nigripinnis,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_atlantica,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_elongata,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_fasciata,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_fulva,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_galapagensis,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_greenfieldi,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_guadalupae,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_guttata,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_hoesei,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_lepicoelia,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_nanodes,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_occidentalis,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_sangreyae,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_sluiteri,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_smithvanizi,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_spinipenis,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_weigti,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Starksia,Starksia_williamsi,1,NA,NA,NA,NA,NA
Perciformes,Labrisomidae,Xenomedea,Xenomedea_rhodopyga,1,NA,NA,NA,NA,NA
Perciformes,Lateolabracidae,Lateolabrax,Lateolabrax_japonicus,0,NA,0,NA,NA,NA
Perciformes,Latidae,Lates,Lates_niloticus,0,1,0,1,1,NA
Perciformes,Leiognathidae,Leiognathus,Leiognathus_equulus,0,NA,0,NA,NA,NA
Perciformes,Lethrinidae,Lethrinus,Lethrinus_atkinsoni,0,0,0,0,0,0
Perciformes,Lutjanidae,Lutjanus,Lutjanus_argentiventris,0,1,0,1,1,NA
Perciformes,Lutjanidae,Lutjanus,Lutjanus_kasmira,0,1,0,1,1,NA
Perciformes,Luvaridae,Luvarus,Luvarus_imperialis,0,NA,NA,NA,NA,NA
Perciformes,Malacanthidae,Caulolatilus,Caulolatilus_microps,0,NA,NA,NA,NA,NA
Perciformes,Microdesmidae,Cerdale,Cerdale_floridana,1,NA,NA,NA,NA,NA
Perciformes,Microdesmidae,Microdesmus,Microdesmus_bahianus,1,NA,NA,NA,NA,NA
Perciformes,Moronidae,Morone,Morone_saxatilis,0,1,0,0,0,0
Perciformes,Mullidae,Upeneus,Upeneus_tragula,0,NA,NA,NA,NA,NA
Perciformes,Nandidae,Nandus,Nandus_nandus,0,0,0,0,0,0
Perciformes,Nemipteridae,Nemipterus,Nemipterus_japonicus,1,0,0,0,0,0
Perciformes,Nemipteridae,Nemipterus,Nemipterus_virgatus,1,NA,0,NA,NA,NA
Perciformes,Nototheniidae,Dissostichus,Dissostichus_mawsoni,0,NA,NA,NA,NA,NA
Perciformes,Nototheniidae,Patagonotothen,Patagonotothen_tessellata,0,0,1,0,0,0
Perciformes,Nototheniidae,Pleuragramma,Pleuragramma_antarctica,0,NA,0,NA,NA,NA
Perciformes,Odacidae,Odax,Odax_pullus,0,NA,NA,NA,NA,NA
Perciformes,Percichthyidae,Macquaria,Macquaria_novemaculeata,0,NA,NA,NA,NA,NA
Perciformes,Percidae,Etheostoma,Etheostoma_caeruleum,0,0,0,1,NA,1
Perciformes,Percidae,Percina,Percina_caprodes,0,1,0,1,NA,1
Perciformes,Percidae,Zingel,Zingel_asper,0,1,NA,1,NA,1
Perciformes,Pholidae,Pholis,Pholis_nebulosa,0,NA,1,0,0,0
Perciformes,Pinguipedidae,Parapercis,Parapercis_snyderi,0,0,NA,0,0,0
Perciformes,Pinguipedidae,Pinguipes,Pinguipes_brasilianus,0,0,0,0,0,0
Perciformes,Polynemidae,Eleutheronema,Eleutheronema_tetradactylum,0,NA,0,NA,NA,NA
Perciformes,Polyprionidae,Polyprion,Polyprion_americanus,0,1,0,1,1,NA
Perciformes,Pomacanthidae,Holacanthus,Holacanthus_tricolor,0,0,0,0,0,0
Perciformes,Pomacentridae,Dascyllus ,Dascyllus_aruanus,0,0,1,0,0,0
Perciformes,Priacanthidae,Priacanthus,Priacanthus_hamrur,0,NA,NA,NA,NA,NA
Perciformes,Rachycentridae,Rachycentron,Rachycentron_canadum,0,NA,0,NA,NA,NA
Perciformes,Rhyacichthyidae,Rhyacichthys,Rhyacichthys_aspro,1,NA,NA,NA,NA,NA
Perciformes,Scaridae,Chlorurus,Chlorurus_gibbus,0,0,0,0,0,0
Perciformes,Scaridae,Scarus,Scarus_psittacus,0,0,0,0,0,0
Perciformes,Scatophagidae,Scatophagus,Scatophagus_argus,0,NA,0,0,0,0
Perciformes,Schindleriidae,Schindleria,Schindleria_praematura,1,NA,NA,NA,NA,NA
Perciformes,Sciaenidae,Otolithes,Otolithes_ruber,0,NA,0,NA,NA,NA
Perciformes,Scombridae,Thunnus,Thunnus_alalunga,0,NA,0,NA,NA,NA
Perciformes,Scombrolabracidae,Scombrolabrax,Scombrolabrax_heterolepis,0,NA,NA,NA,NA,NA
Perciformes,Serranidae,Bullisichthys,Bullisichthys_caribbaeus,0,NA,NA,NA,NA,NA
Perciformes,Serranidae,Epinephelus,Epinephelus_tauvina,0,NA,0,0,0,0
Perciformes,Serranidae,Serranus,Serranus_cabrilla,0,NA,0,NA,NA,NA
Perciformes,Serranidae,Serranus,Serranus_scriba,0,NA,0,1,NA,1
Perciformes,Siganidae,Siganus,Siganus_luridus,0,NA,0,NA,NA,NA
Perciformes,Sillaginidae,Sillago,Sillago_robusta,0,NA,NA,NA,NA,NA
Perciformes,Sparidae,Cheimerius,Cheimerius_nufar,0,NA,0,1,NA,1
Perciformes,Sparidae,Pagrus,Chrysophrys_auratus,0,NA,0,1,NA,1
Perciformes,Sphyraenidae,Sphyraena,Sphyraena_barracuda,0,NA,0,NA,NA,NA
Perciformes,Stichaeidae,Ulvaria,Ulvaria_subbifurcata,0,0,1,0,0,0
Perciformes,Stromateidae,Peprilus,Peprilus_medius,0,NA,NA,NA,NA,NA
Perciformes,Trichiuridae,Lepidopus,Lepidopus_caudatus,0,NA,0,NA,NA,NA
Perciformes,Tripterygiidae,Enneapterygius,Enneapterygius_atriceps,1,NA,1,0,0,0
Perciformes,Trypterygiidae,Axoclinus,Axoclinus_nigricaudus,1,0,NA,1,NA,1
Perciformes,Trypterygiidae,Enneanectes,Enneanectes_boehlkei,1,NA,NA,NA,NA,NA
Perciformes,Trypterygiidae,Enneanectes,Enneanectes_carminalis,1,0,NA,1,NA,1
Perciformes,Trypterygiidae,Enneanectes,Enneanectes_pectoralis,1,NA,NA,NA,NA,NA
Perciformes,Trypterygiidae,Tripterygion,Tripterygion_delaisi,1,0,1,1,NA,1
Perciformes,Trypterygiidae,Tripterygion,Tripterygion_tripteronotum,1,0,1,1,NA,1
Perciformes,Xiphiidae,Xiphias,Xiphias_gladius,0,NA,0,0,0,0
Perciformes,Zoarcidae,Zoarces,Zoarces_americanus,0,0,0,0,0,0
Percopsiformes,Aphredoderidae,Aphredoderus,Aphredoderus_sayanus,0,NA,0,0,0,0
Pleuronectiformes,Achiridae,Achirus,Achirus_lineatus,0,NA,0,NA,NA,NA
Pleuronectiformes,Achiridae,Gymnachirus,Gymnachirus_texae,0,NA,NA,NA,NA,NA
Pleuronectiformes,Achiridae,Trinectes,Trinectes_maculatus,0,0,NA,0,0,0
Pleuronectiformes,Bothidae,Bothus,Bothus_ellipticus,0,0,0,0,0,0
Pleuronectiformes,Bothidae,Bothus,Bothus_ocellatus,0,0,0,0,0,0
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon_grandisquama,0,0,0,0,0,0
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus_arel,0,NA,NA,NA,NA,NA
Pleuronectiformes,Osphronemidae,Betta,Betta_splendens,0,NA,1,0,0,0
Pleuronectiformes,Osphronemidae,Colisa,Trichogaster_lalius,0,NA,1,1,NA,1
Pleuronectiformes,Pleuronectidae,Kareius,Kareius_bicoloratus,0,NA,0,NA,NA,NA
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes_americanus,0,1,0,1,1,NA
Pleuronectiformes,Psettodidae,Psettodes,Psettodes_erumei,0,NA,NA,NA,NA,NA
Pleuronectiformes,Scophthalmidae,Psetta,Scophthalmus_maximus,0,NA,0,NA,NA,NA
Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus_rhombus,0,NA,NA,NA,NA,NA
Pleuronectiformes,Soleidae,Solea,Solea_senegalensis,0,0,0,0,0,0
Polypteriformes,Polypteridae,Erpetoichthys,Erpetoichthys_calabaricus,0,NA,0,NA,NA,NA
Saccopharyngiformes,Cyematidae,Cyema,Cyema_atrum,0,NA,NA,NA,NA,NA
Saccopharyngiformes,Eurypharyngidae,Eurypharynx,Eurypharynx_pelecanoides,0,NA,NA,NA,NA,NA
Salmoniformes,Salmonidae,Salmo,Salmo_salar,0,0,0,1,NA,1
Salmoniformes,Salmonidae,Salvelinus,Salvelinus_malma,0,0,0,1,NA,1
Scorpaeniformes,Agonidae,Aspidophoroides ,Aspidophoroides_monopterygius,0,NA,NA,0,0,0
Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma_fimbria,0,1,0,NA,NA,NA
Scorpaeniformes,Cottidae,Cottus,Cottus_bairdii,0,0,1,0,0,0
Scorpaeniformes,Cottidae,Cottus,Cottus_nozawae,0,0,1,0,0,0
Scorpaeniformes,Cottidae,Radulinopsis,Radulinopsis_taranetzi,1,NA,0,0,0,0
Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos_agrammus,0,1,1,1,NA,1
Scorpaeniformes,Jordaniidae,Jordania,Jordania_zonope,0,NA,NA,0,0,0
Scorpaeniformes,Platycephalidae,Platycephalus,Platycephalus_bassensis,0,NA,0,NA,NA,NA
Scorpaeniformes,Scorpaenidae,Caracanthus,Caracanthus_typicus,0,NA,NA,NA,NA,NA
Scorpaeniformes,Scorpaenidae,Caracanthus,Caracanthus_unipinna,0,1,0,1,1,NA
Scorpaeniformes,Scorpaenidae,Dendrochirus,Dendrochirus_zebra,0,1,0,0,0,0
Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena_notata,0,NA,NA,NA,NA,NA
Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena_porcus,0,NA,0,NA,NA,NA
Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena_scrofa,0,NA,0,NA,NA,NA
Scorpaeniformes,Sebastidae,Helicolenus,Helicolenus_dactylopterus,0,NA,0,0,0,0
Scorpaeniformes,Triglidae,Chelidonichthys,Chelidonichthys_obscurus,0,NA,0,NA,NA,NA
Scorpaeniformes,Triglidae,Trigla,Trigla_lyra,0,NA,0,NA,NA,NA
Siluriformes,Amphiliidae,Amphilus,Amphilius_natalensis,0,NA,NA,NA,NA,NA
Siluriformes,Ariidae ,Sciades,Sciades_couma,0,NA,1,0,0,0
Siluriformes,Ariidae ,Sciades,Sciades_parkeri,0,NA,NA,0,0,0
Siluriformes,Ariidae ,Sciades,Sciades_proops,0,NA,1,NA,NA,NA
Siluriformes,Astroblepidae,Astroblepus,Astroblepus_chotae,1,NA,NA,NA,NA,NA
Siluriformes,Astroblepidae,Astroblepus,Astroblepus_sabalo,1,NA,NA,0,0,0
Siluriformes,Astroblepidae,Astroblepus,Astroblepus_trifasciatus,1,NA,NA,0,0,0
Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus_inermis,0,NA,0,0,0,0
Siluriformes,Auchenipteridae,Auchenipterus,Auchenipterus_nuchalis,1,NA,NA,0,0,0
Siluriformes,Auchenipteridae,Tatia,Tatia_intermedia,0,NA,NA,NA,NA,NA
Siluriformes,Auchenipteridae,Trachelyopterus,Trachelyopterus_galeatus,1,NA,0,0,0,0
Siluriformes,Auchenipteridae,Trachelyopterus,Trachelyopterus_lucenai,1,NA,NA,0,0,0
Siluriformes,Auchenipteridae,Trachelyopterus,Trachelyopterus_striatulus,1,NA,NA,0,0,0
Siluriformes,Bagridae,Mystus,Mystus_tengara,1,NA,NA,0,0,0
Siluriformes,Bagridae,Mystus,Mystus_vittatus,1,1,1,NA,NA,NA
Siluriformes,Bagridae,Rita,Rita_rita,1,NA,NA,NA,NA,NA
Siluriformes,Callichthyidae,Callichthys,Callichthys_callichthys,0,0,NA,0,0,0
Siluriformes,Callichthyidae,Corydoras,Corydoras_aeneus,1,1,0,0,0,0
Siluriformes,Callichthyidae,Corydoras,Corydoras_bondi,1,NA,0,0,0,0
Siluriformes,Callichthyidae,Corydoras,Corydoras_ehrhardti,1,NA,0,NA,NA,NA
Siluriformes,Callichthyidae,Corydoras,Corydoras_potaroensis,1,NA,NA,NA,NA,NA
Siluriformes,Callichthyidae,Hoplosternum,Hoplosternum_littorale,1,0,1,0,0,0
Siluriformes,Cetopsidae,Helogenes,Helogenes_marmoratus,0,NA,NA,NA,NA,NA
Siluriformes,Clariidae,Clarias,Clarias_batrachus,1,0,1,0,0,0
Siluriformes,Clariidae,Clarias,Clarias_gariepinus,1,1,0,0,0,0
Siluriformes,Clariidae,Heterobranchus,Heterobranchus_longifilis,1,NA,NA,0,0,0
Siluriformes,Claroteidae,Auchenoglanis,Auchenoglanis_occidentalis,0,NA,NA,0,0,0
Siluriformes,Claroteidae,Clarotes,Clarotes_laticeps,0,NA,NA,NA,NA,NA
Siluriformes,Doradidae,Hassar,Hassar_affinis,0,NA,NA,NA,NA,NA
Siluriformes,Heptapteridae,Pimelodella,Pimelodella_vittata,0,NA,NA,NA,NA,NA
Siluriformes,Heptapteridae,Rhamdia ,Rhamdia_quelen,0,NA,0,NA,NA,NA
Siluriformes,Heteropneustidae,Heteropneustes,Heteropneustes_fossilis,1,0,1,0,0,0
Siluriformes,Horabagridae ,Horabagrus,Horabagrus_brachysoma,0,0,0,0,0,0
Siluriformes,Ictaluridae,Ictalurus,Ictalurus_furcatus,1,NA,NA,NA,NA,NA
Siluriformes,Ictaluridae,Ictalurus,Ictalurus_punctatus,1,0,1,0,0,0
Siluriformes,Ictaluridae,Noturus,Noturus_gyrinus,0,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Fonchiiichthys,Fonchiiichthys_uracanthus,0,0,NA,0,0,0
Siluriformes,Loricariidae,Rhinelepis,Rhinelepis_aspera,0,NA,NA,NA,NA,NA
Siluriformes,Malapteruridae,Malapterurus,Malapterurus_electricus,0,NA,1,0,0,0
Siluriformes,Mochokidae,Synodontis,Synodontis_multipunctatus,0,NA,0,1,NA,1
Siluriformes,Pangasiidae,Pangassius,Pangasius_pangasius,1,NA,NA,NA,NA,NA
Siluriformes,Pimelodidae,Conorhynchos,Conorhynchos_conirostris,0,1,NA,1,1,NA
Siluriformes,Pimelodidae,Iheringichtys,Iheringichthys_labrosus,0,NA,NA,NA,NA,NA
Siluriformes,Pimelodidae,Pimelodus,Pimelodus_maculatus,0,NA,NA,NA,NA,NA
Siluriformes,Pimelodidae,Pseudoplatystoma ,Pseudoplatystoma_corruscans,0,1,NA,1,1,NA
Siluriformes,Plotosidae,Neosilurus,Neosilurus_ater,0,NA,1,0,0,0
Siluriformes,Plotosidae,Neosilurus,Neosilurus_hyrtlii,0,NA,1,0,0,0
Siluriformes,Pseudopimelodidae,Lophiosilurus,Lophiosilurus_alexandri,0,NA,1,0,0,0
Siluriformes,Schilbeidae,Eutropiichthys,Eutropiichthys_vacha,0,NA,0,0,0,0
Siluriformes,Schilbeidae,Schilbe,Schilbe_mystus,0,NA,0,0,0,0
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax_distolothrix,0,NA,NA,0,0,0
Siluriformes,Siluridae,Ompok ,Ompok_siluroides,1,NA,NA,NA,NA,NA
Siluriformes,Siluridae,Silurus,Silurus_aristotelis,0,NA,1,0,0,0
Siluriformes,Siluridae,Silurus,Silurus_asotus,0,0,0,0,0,0
Siluriformes,Siluridae,Silurus,Silurus_lithophilus,0,NA,0,0,0,0
Siluriformes,Sisoridae,Glyptothorax,Glyptothorax_brevipinnis,0,NA,NA,NA,NA,NA
Siluriformes,Trichomycteridae,Hatcheria,Hatcheria_macraei,0,NA,NA,NA,NA,NA
Stomiiformes,Gonostomatidae,Gonostoma,Gonostoma_elongatum,0,NA,0,NA,NA,NA
Stomiiformes,Gonostomatidae,Sigmops,Sigmops_bathyphilus,0,NA,NA,0,0,0
Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus_muelleri,0,NA,NA,NA,NA,NA
Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus_platysoma,0,NA,1,0,0,0
Synbranchiformes,Synbranchidae,Monopterus,Monopterus_cuchia,0,NA,1,0,0,0
Synbranchiformes,Synbranchidae,Synbranchus,Synbranchus_marmoratus,0,NA,NA,NA,NA,NA
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus_chinensis,0,NA,0,0,0,0
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus_maculatus,0,NA,0,0,0,0
Syngnathiformes,Centriscidae,Macroramphosus,Macroramphosus_scolopax,0,NA,NA,1,NA,1
Syngnathiformes,Fistulariidae,Fistularia,Fistularia_commersonii,0,NA,0,1,NA,1
Syngnathiformes,Syngnathidae,Phyllopteryx,Phyllopteryx_taeniolatus,0,1,1,0,0,0
Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus_acus,0,1,1,0,0,0
Tetraodontiformes,Balistidae,Pseudobalistes,Pseudobalistes_flavimarginatus,0,0,1,0,0,0
Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys_mento,0,0,1,0,0,0
Tetraodontiformes,Diodontidae,Chilomycterus,Chilomycterus_reticulatus,0,1,0,1,1,NA
Tetraodontiformes,Diodontidae,Diodon,Diodon_hystrix,0,1,0,1,1,NA
Tetraodontiformes,Molidae,Ranzania,Ranzania_laevis,0,NA,0,NA,NA,NA
Tetraodontiformes,Monacanthidae,Oxymonacanthus,Oxymonacanthus_longirostris,0,0,0,0,0,0
Tetraodontiformes,Monacanthidae,Rudarius,Rudarius_ercodes,0,1,0,1,1,NA
Tetraodontiformes,Monacanthidae,Stephanolepis ,Stephanolepis_hispidus,0,NA,NA,0,0,0
Tetraodontiformes,Ostraciidae,Lactoria,Lactoria_diaphana,0,1,0,1,NA,1
Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster_valentini,0,0,1,1,NA,1
Zeiformes,Oreosomatidae,Allocyttus,Allocyttus_verrucosus,0,NA,0,NA,NA,NA
Zeiformes,Oreosomatidae,Neocyttus,Neocyttus_rhomboidalis,0,NA,0,0,0,0
Zeiformes,Zeidae,Zenopsis,Zenopsis_conchifer,0,NA,NA,NA,NA,NA
