Order,Family,Genus,Species,FishTree Name,Common name,References
Gadiformes,Gadidae,Theragra,chalcogrammus,Theragra_chalcogramma,Alaska pollock,"Schabetsberger et al. 1999, Mank & Avise 2006 "
Gadiformes,Macrouridae,Coryphaenoides,rupestris,Coryphaenoides_rupestris,roundnose grenadier,"Bergstad 1990, Knutsen et al. 2012, Neat 2017"
Gadiformes,Merlucciidae,Macruronus,novaezelandiae,Macruronus_novaezelandiae,blue grenadier,"Gunn et al. 1989, Patchel et al. 1987 "
Gadiformes,Moridae,Pseudophycis,bachus,Pseudophycis_bachus,red codling,"Kemp, Jenkins & Swearer 2012, Robertson 1975"
Gadiformes,Phycidae,Phycis,phycis,Phycis_phycis,forkbeard,Glavic et al. 2014 Vieira et al. 2016 
Gadiformes,Phycidae,Urophycis,brasiliensis,Urophycis_brasiliensis,Brazilian codling,Viana et al. 2000 Acuna et al. 2000 
Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus_aculeatus,Three-spined stickleback,"Reimchen 1989, Rico et al. 1992, Breder & Rosen 1966, Mank & Avise 2006 "
Gasterosteiformes,Gasterosteidae,Spinachia,spinachia,Spinachia_spinachia,Sea stickleback,"Jones et al. 1998, Mank & Avise 2006 "
Gasterosteiformes,Hypoptychidae,Hypoptychus,dybowskii,Hypoptychus_dybowskii,Korean sandlance,"Akagawa & Okiyama 1993, Mank & Avise 2006 , Munehara & Narimatsu 2001 "
Gasterosteiformes,Indostomidae,Indostomus,paradoxus,Indostomus_paradoxus,Pipe fish,Britz 2000
Gasterosteiformes,Pegasidae,Eurypegasus,draconis,Eurypegasus_draconis,Short dragonfish,"Herold & Clark 1993, Mank & Avise 2006 "
Gobiesociformes,Gobiesocidae,Gobiesox,maeandricus,Gobiesox_maeandricus,Northern clingfish,"Mank & Avise 2006, Coleman 1999 "
Gobiesociformes,Gobiesocidae,Lepadogaster,lepadogaster,Lepadogaster_lepadogaster,Shore clingfish,"Mank & Avise 2006, Russell 1976, Breder & Rosen "
Gonornchiformes,Chanidae,Chanos,chanos,Chanos_chanos,Milkfish,"Mank & Avise 2006, Breder & Rosen, Bagarinao 1994 "
Gymnotiformes,Apteronotidae,Apteronotus,leptorhynchus,Apteronotus_leptorhynchus,Brown ghost knifefish,"Hagedorn & Heiligenberg 1985, Kirschbaum & Schugardt 2002, Mank & Avise 2006 "
Gymnotiformes,Gymnotidae,Gymnotus,carapo,Gymnotus_carapo,Banded knifefish,"Vergilio et al. 2013, Kirschbaum & Schugardt 2002 "
Gymnotiformes,Hypopomidae,Brachyhypopomus,pinnicaudatus,Brachyhypopomus_pinnicaudatus,,"Quintana et al. 2004, Kirschbaum & Stugardt 2002 Miranda et al. 2008 "
Gymnotiformes,Sternopygidae,Eigenmannia,trilineata,Eigenmannia_trilineata,,Giora & Fialho 2009 
Gymnotiformes,Sternopygidae,Eigenmannia,virescens,Eigenmannia_virescens,Glass knifefish,"Hagedorn & Heiligenberg 1985, Mank & Avise 2006 "
Lampriformes,Regalecidae,Regalecus,russelii,Regalecus_russelii,oarfish,"Forsgren et al. 2017, "
Lampriformes,Trachipteridae,Trachipterus,ishikawae,Trachipterus_ishikawae,slender ribbonfish,Honma et al. 2005 
Lepisosteiformes,Lepisosteidae,Atractosteus,spatula,Atractosteus_spatula,alligator gar,"Ferrara & Irwin 2001, Leon et al. 2001 "
Lepisosteiformes,Lepisosteidae,Atractosteus,tropicus,Atractosteus_tropicus,tropical gar,"Mendez-Marin et al. 2016, Breder & Rosen 1966, Frias-Quintana et al. 2015 "
Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,Lepisosteus_oculatus,spotted gar,"Ferrara & Irwin 2001, Balon 1975, Love 2004, Tyler & Granger 1984 "
Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus,Lepisosteus_osseus,longnose gar,"Ferrara & Irwin 2001, Balon 1975, Kelley 2012 "
Lophiiformes,Caulophrynidae,Caulophryne,jordani,Caulophryne_jordani,Fanfin angler,"Mank & Avise 2006, Breder & Rosen 1966"
Lophiiformes,Caulophrynidae,Robia,legula,Robia_legula,,"Mank & Avise 2006, Breder & Rosen 1966"
Lophiiformes,Ceratiidae,Ceratias,holboelli,Ceratias_holboelli,Kroyer's deep-sea angler fish,"Pietsch 2005 , Pietsch 1976 "
Lophiiformes,Linophrynidae,Borophryne,apogon,Borophryne_apogon,,Pietsch 2005 
Lophiiformes,Linophrynidae,Haplophryne,mollis,Haplophryne_mollis,soft leafvent angler,Pietsch 2005 
Lophiiformes,Lophiidae,Lophius,budegassa,Lophius_budegassa,blackbellied angler,"Colmenero et al. 2013, Breder & Rosen 1966 "
Lophiiformes,Melanocetidae,Melanocetus,johnsonii,Melanocetus_johnsonii,humpback anglerfish,Pietsch 2005 
Lophiiformes,Melanocetidae,Melanocetus,murrayi,Melanocetus_murrayi,murray's abyssal anglerfish,Pietsch 2005 
Lophiiformes,Neoceratiidae,Neoceratias,spinifer,Neoceratias_spinifer,,"Pietsch 2005, Munk 2000 "
Lophiiformes,Oneirodidae,Bertella,idiomorpha,Bertella_idiomorpha,,Pietsch 2005 
Lophiiformes,Oneirodidae,Leptacanthichthys,gracilispinis,Leptacanthichthys_gracilispinis,plainchin dreamarm,Pietsch 2005 
Mugiliformes,Mugilidae,Chelon,labrosus,Chelon_labrosus,Thicklip grey mullet,"Mank & Avise 2006, Breder & Rosen 1966"
Mugiliformes,Mugilidae,Liza,dumerili,Liza_dumerili,grooved mullet,"Van der Horst 1978 , Breder & Rosen 1966 "
Mugiliformes,Mugilidae,Mugil,cephalus,Mugil_cephalus,Flathead grey mullet,"Mank & Avise 2006 , Breder & Rosen 1966"
Mugiliformes,Mugilidae,Mugil,liza,Mugil_liza,Lebranche mullet,"Albieri & Araujo 2010, Breder & Rosen 1966 "
Myctophiformes,Myctophidae,Benthosema,pterotum,Benthosema_pterotum,Skinnycheek lanternfish,"Gjosaeter & Tileth 1988, Mank & Avise 2006 "
Myctophiformes,Myctophidae,Lampanyctodes,hectoris,Lampanyctodes_hectoris,Hector's lanternish,"Young et al. 1987, Robertson 1977 "
Notacanthiformes,Notacanthidae,Polyacanthonotus,challengeri,Polyacanthonotus_challengeri,longnose tapirfish,Fishelson 1994 
Notacanthiformes,Notacanthidae ,Polyacanthonotus,rissoanus,Polyacanthonotus_rissoanus,Smallmouth spiny eel,Fishelson 1994 
Ophidiiformes,Aphyonidae,Barathronus,multidens,Barathronus_multidens,,Nielsen 1984
Ophidiiformes,Aphyonidae,Barathronus,unicolor,Barathronus_unicolor,,Nielsen 1984
Ophidiiformes,Bythitidae,Cataetyx ,alleni,Cataetyx_alleni,,Follesa et al. 2010 
Ophidiiformes,Bythitidae,Ogilbia,cayorum,Ogilbia_cayorum,Key brotula,Suarez 1975 
Ophidiiformes,Carapidae,Carapus,bermudensis,Carapus_bermudensis,pearlfish,Smith et al. 1981 
Ophidiiformes,Ophidiidae,Ophidion,barbatum,Ophidion_barbatum,snake blenny,Hernandez et al. 2005
Osmeriformes,Alepocephalidae,Alepocephalus,bairdii,Alepocephalus_bairdii,Baird's slickhead,"Mank & Avise 2006 , Breder & Rosen 1966"
Osmeriformes,Alepocephalidae,Bathytroctes,microlepis,Bathytroctes_microlepis,Smallscale smooth-head,"Mank & Avise 2006 , Breder & Rosen 1966"
Osmeriformes,Galaxiidae,Galaxias,fasciatus,Galaxias_fasciatus,Banded kokopu,"Mitchell & Penlington 1982, Mank & Avise 2006 "
Osmeriformes,Lepidogalaxiidae,Lepidogalaxias ,salamandroides ,Lepidogalaxias_salamandroides,Salamanderfish,"Pusey & Stewart 1989, Mank & Avise 2006 "
Osmeriformes,Osmeridae,Hypomesus,japonicus,Hypomesus_japonicus,Japanese surf smelt,Hirose & Kawaguchi 1998 
Osmeriformes,Retropinnidae,Prototroctes,maraena,Prototroctes_maraena,Australian grayling,Berra 1984 
Osteoglossiformes,Arapaimidae,Arapaima,gigas,Arapaima_gigas,Arapaima,"Godinho et al. 2005, Castello 2008 "
Osteoglossiformes,Gymnarchidae,Gymnarchus,niloticus,Gymnarchus_niloticus,Aba,"Opadokun & Ajani 2015, Breder & Rosen 1966, Fisheye "
Osteoglossiformes,Hiodontidae,Hiodon,alosoides,Hiodon_alosoides,Goldeye,"Mank & Avise 2006 , Breder & Rosen 1966"
Osteoglossiformes,Hiodontidae,Hiodon,tergisus,Hiodon_tergisus,Mooneye,"Mank & Avise 2006, Breder & Rosen 1966"
Osteoglossiformes,Mormyridae,Pollimyrus,isidori,Pollimyrus_isidori_isidori,Elephant fish,"Bratton & Kramer 1989, Crawford et al. 1986 "
Osteoglossiformes,Notopteridae,Chitala,chitala,Chitala_chitala,Clown knifefish,"Friese 1980, Breder & Rosen 1966 "
Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Osteoglossum_bicirrhosum,Arawana,"Mank & Avise 2006, Riehl & Baensch 1991, Breder & Rosen 1966 "
Osteoglossiformes,Osteoglossidae,Scleropages,leichardti,Scleropages_leichardti,Spotted bonytongue,"Mank & Avise 2006, Allen 1989, Merrick & Green 1982 "
Osteoglossiformes,Pantodontidae,Pantodon,buchholzi,Pantodon_buchholzi,freshwater butterflyfish,"Van Deurs & Lastein 1973, Ibim et al. 2019 "
Perciformes,Acanthuridae,Acanthurus,nigrofuscus,Acanthurus_nigrofuscus,Brown surgeonfish,"Fishelson et al. 1987, Domier & Colin 1997, Myrberg et al. 1988 , Kiflawi et al. 1998 "
Perciformes,Ambassidae,Ambassis,agassizii,Ambassis_agassizii,Agassiz's glassfish,Llewellyn 2008 
Perciformes,Ambassidae,Parambassis,siamensis,Parambassis_siamensis,,Okutsu et al. 2011 
Perciformes,Anabantidae,Anabas,testudineus,Anabas_testudineus,climbing perch,"Behera et al. 2015, Zworykin 2012"
Perciformes,Anarhichadidae,Anarhichas,lupus,Anarhichas_lupus,atlantic wolffish,"Johannessen et al. 1993, Keats et al. 1985, Pavlov 1994 "
Perciformes,Apogonidae,Apogon,apogonides,Ostorhinchus_apogonoides,short-tooth cardinal,Fishelson et al. 2006
Perciformes,Apogonidae,Apogon,crassiceps,Apogon_crassiceps,Transparent cardinalfish,Fishelson et al. 2006
Perciformes,Apogonidae,Apogon,evermanni,Zapogon_evermanni,Evermann's cardinalfish,Fishelson et al. 2006
Perciformes,Arripidae,Arripis,trutta,Arripis_trutta,Australian salmon,Stewart & Hughes 2011 
Perciformes,Artedidraconidae,Artedidraco,skottsbergi,Artedidraco_skottsbergi,,Meneghesso et al. 2016 
Perciformes,Artedidraconidae,Dolloidraco,longedorsalis,Dolloidraco_longedorsalis,,Meneghesso et al. 2016 
Perciformes,Artedidraconidae,Pogonophryne,scotti,Pogonophryne_scotti,Saddleback plunderfish,"La Mesa et al. 2020, Jones and Near 2012 "
Perciformes,Bathydraconidae,Akarotaxis,nudiceps,Akarotaxis_nudiceps,,"Mesa et al. 2007, Mesa et al. 2018, Breder and Rosen 1966 "
Perciformes,Bathydraconidae,Bathydraco,marri,Bathydraco_marri,Deep-water dragon,"Mesa et al. 2007, Mesa et al. 2018, Kock and Kellermann 1991 "
Perciformes,Bathydraconidae,Gymnodraco,acuticeps,Gymnodraco_acuticeps,Ploughfish,Evans et al. 2005
Perciformes,Bathydraconidae,Parachaenichthys,charcoti,Parachaenichthys_charcoti,,"Barrera-Oro and Lagger 2010, Novillo et al. 2018"
Perciformes,Blenniidae,Aidablennius,sphynx,Aidablennius_sphynx,Sphinx blenny,"Richtarski & Patzner 2000, Neat & Locatello 2002, Mank & Avise "
Perciformes,Blenniidae,Blennius,ocellaris,Blennius_ocellaris,Butterfly blenny,"Richtarski & Patzner 2000, Breder & Rosen 1966 "
Perciformes,Blenniidae,Coryphoblennius,galerita,Coryphoblennius_galerita,Montagu's blenny,"Richtarski & Patzner 2000, Breder & Rosen 1966 "
Perciformes,Blenniidae,Ecsenius,bicolor,Ecsenius_bicolor,bicolor blenny,Patzner 1988
Perciformes,Blenniidae,Lipophrys,adriaticus,Microlipophrys_adriaticus,Adriatic blenny,"Richtarski & Patzner 2000, Whitehead 1986, Giacomello et al. 2007 "
Perciformes,Blenniidae,Lipophrys,canevae,Microlipophrys_canevae,,"Richtarski & Patzner 2000, Whitehead 1986 "
Perciformes,Blenniidae,Lipophrys,dalmatinus,Microlipophrys_dalmatinus,,"Richtarski & Patzner 2000, Whitehead 1986, Giacomello et al. 2008 "
Perciformes,Blenniidae,Lipophrys,nigriceps,Microlipophrys_nigriceps,Black-headed blenny,"Richtarski & Patzner 2000, Whitehead 1986 "
Perciformes,Blenniidae,Parablennius,gattorugine,Parablennius_gattorugine,Tompot blenny,"Richtarski & Patzner 2000, Breder & Rosen 1966 "
Perciformes,Blenniidae,Parablennius,incognitus,Parablennius_incognitus,Mystery blenny,"Richtarski & Patzner 2000, Breder & Rosen 1966, Duci et al. 2009 "
Perciformes,Blenniidae,Parablennius,rouxi,Parablennius_rouxi,Longstriped blenny,"Richtarski & Patzner 2000, Whitehead 1986 "
Perciformes,Blenniidae,Parablennius,sanguinolentus,Parablennius_sanguinolentus,Rusty blenny,"Richtarski & Patzner 2000, Santos et al. 1996, Mank & Avise 2006 "
Perciformes,Blenniidae,Parablennius,sanguinolentus parvicornis,Parablennius_parvicornis,Rock-pool blenny,"Santos 1995, Oliveria et al. 2005, Santos & barreiros 1993 "
Perciformes,Blenniidae,Parablennius,tentacularis,Parablennius_tentacularis,Tentacled blenny,"Richtarski & Patzner 2000, Giacomello & Rasotto 2005 "
Perciformes,Blenniidae,Parablennius,zvonimiri,Parablennius_zvonimiri,Zvonimir's blenny,"Richtarski & Patzner 2000, Duci et al. 2009 "
Perciformes,Blenniidae,Paralipophyrs,trigloides,Lipophrys_trigloides,,"Richtarski & Patzner 2000, Faria et al. 2005 "
Perciformes,Blenniidae,Salaria,pavo,Salaria_pavo,Peacock blenny,"Richtarski & Patzner 2000, Mank & Avise 2006 "
Perciformes,Blenniidae,Salarias,fasciatus,Salarias_fasciatus,jewelled blenny,"Patzner, 1989, Awata et al. 2010 "
Perciformes,Blenniidae,Scartella,cristata,Scartella_cristata,Molly Miller,"Richtarski & Patzner 2000, Neat et al. 2003, Mank & Avise 2006 "
Perciformes,Callionymidae,Callionymus,maculatus,Callionymus_maculatus,,Gibson & Ezzi 1979 
Perciformes,Caproidae,Capros,aper,Capros_aper,Boarfish,"Farrell et al. 2012, Hiemstra 1962, Yapici & Filiz 2014 "
Perciformes,Carangidae,Trachinotus,carolinus,Trachinotus_carolinus,Florida pompano,"Kloth 1980, Mank & Avise 2006 "
Perciformes,Centrarchidae,Lepomis,macrochirus,Lepomis_macrochirus,Bluegill sunfish,"Dominey 1980, Mank & Avise 2006, Neff et al. 2003, Breder & Rosen 1966 "
Perciformes,Centropomidae,Centropomus,medius,Centropomus_medius,blackfin snook,Maldonado-Garcia et al. 2005 
Perciformes,Cepolidae,Cepola,macropthalma,Cepola_macrophthalma,red bandfish,"Stergiou et al. 1996, Vallisneri et al. 2006, Taborsky 1994, Stergiou 1993 "
Perciformes,Chaenopsidae,Acanthemblemaria,spinosa,Acanthemblemaria_spinosa,Spinyhead blenny,"Rasotto 1995, Clarke & Tyler 2003 "
Perciformes,Chaenopsidae,Coralliozetus,angelicus,Coralliozetus_angelicus,Angel blenny,"Patzner 1991, Hasting 1988"
Perciformes,Chaetodontidae,Chaetodon,multicinctus,Chaetodon_multicinctus,pebbled butterflyfish,"Tricas & Hiramoto 1989, Whiteman et al. 2004 "
Perciformes,Chaetodontidae,Chaetodon,plebius,Chaetodon_plebeius,blueblotch butterflyfish,"Fowler 1991, Whiteman et al. 2004 "
Perciformes,Chaetodontidae,Chaetodon,rainfordi,Chaetodon_rainfordi,Rainford's butterflyfish,"Fowler 1991, Whiteman et al. 2004 Roberts & Ormond 1992 "
Perciformes,Channichthyidae,Chaenocephalus,aceratus,Chaenocephalus_aceratus,Blackfin icefish,"Vanella et al. 2005, Detrich et al. 2005 "
Perciformes,Channichthyidae,Chionodraco,rastrospinosus,Chionodraco_rastrospinosus,Ocellated icefish,Vanella et al. 2005 
Perciformes,Channichthyidae,Pseudochaenichthys,georgianus,Pseudochaenichthys_georgianus,South Georgian icefish,Vanella et al. 2005 
Perciformes,Channidae,Channa,punctata,Channa_punctata,spotted snakehead,"Belsare 1966, Koundal et al. 2015, Marimuthu et al. 2001 "
Perciformes,Cichlidae,Alcolapia,grahami,Alcolapia_grahami,lake magadi tilapia,"Papah et al. 2013, Kavembe et al. 2016  "
Perciformes,Cichlidae,Lamprologus,callipterus,Lamprologus_callipterus,,"Sato et al. 2004, Taborsky 1994, Mank & Avise 2006 , Schutz & Taborsky 2000, Hirschenhauser et al. 2004 "
Perciformes,Cichlidae,Mchenga,cyclicos,Mchenga_cyclicos,,Kellogg et al. 1995
Perciformes,Cichlidae,Sarotherodon,galilaeus,Sarotherodon_galilaeus,Mango tilapia,"Fishelson & Hilzerman 2002, Balshine-Earn 1997, Mank & Avise 2006 "
Perciformes,Cirrhitidae,Amblycirrhitus,pinos,Amblycirrhitus_pinos,red-spotted hawkfish,Sadovy & Donaldson 1995 
Perciformes,Cirrhitidae,Cirrhitus ,pinnulatus,Cirrhitus_pinnulatus,stocky hawkfish,"Sadovy & Donaldson 1995, Donaldson 1988 "
Perciformes,Cirrhitidae,Neocirrhites,armatus,Neocirrhites_armatus,flame hawkfish,"Sadovy & Donaldson 1995, Whiteman et al. 2004 "
Perciformes,Cirrhitidae,Paracirrhites,arcatus,Paracirrhites_arcatus,arc-eye hawkfish,"Sadovy & Donaldson 1995, Donaldson & Colin 1989, Donaldson 1988 "
Perciformes,Cirrhitidae,Paracirrhites,forsteri,Paracirrhites_forsteri,blackside hawkfish,"Sadovy & Donaldson 1995, Kadota et al. 2010, Donaldson 1988 "
Perciformes,Clinidae,Clinitrachus,argentatus,Clinitrachus_argentatus,,"Patzner & Lahnsteiner 2009, Wirtz & Zander 1986 "
Perciformes,Clinidae,Heterostichus,rostratus,Heterostichus_rostratus,Giant kelpfish,"Coyer 1982, Mank & Avise 2006 "
Perciformes,Coryphaenidae,Coryphaena ,hippurus,Coryphaena_hippurus,common dolphinfish,"Zuniga-Flores et al. 2011, Dos Santos et al. 2014, Palko et al. 1982 Retheesh et al. 2017 "
Perciformes,Creediidae,Limnichthys,fasciatus,Limnichthys_fasciatus,Barred sand burrower,Shitamitsu and Sunobe 2017
Perciformes,Dactyloscopidae,Gillellus,rubrocinctus,Platygillellus_rubrocinctus,Saddle stargazer,Rasotto 1995
Perciformes,Echeneidae,Remora,brachyptera,Remora_brachyptera,spearfish remora,Banon et al. 2017 
Perciformes,Eleginopidae,Eleginops,maclovinus,Eleginops_maclovinus,Patagonian blennie,Brickle et al. 2005 
Perciformes,Eleotridae,Bostrychus,sinensis,Bostrychus_sinensis,Four-eyed sleeper,"Hong et al. 2006, Wang et al. 2011 "
Perciformes,Eleotridae,Gobiomorphus,breviceps,Gobiomorphus_breviceps,Upland bully,"Hamilton et al. 1997, Mank & Avise 2006 "
Perciformes,Eleotridae,Gobiomorus,dormitor,Gobiomorus_dormitor,Bigmouth sleeper,"Hernandenz-Saavedra et al. 2004, Bacheler et al. 2004 "
Perciformes,Embiotocidae,Cymatogaster,aggregata,Cymatogaster_aggregata,Shiner perch,"Wiebe 1968, Breder & Rosen 1966, Liu & Avise 2011 "
Perciformes,Embiotocidae,Embiotoca,jacksoni,Embiotoca_jacksoni,Black perch,"Bond et al. 2017, Breder & Rosen 1966 Reisser et al. 2009 "
Perciformes,Gempylidae,Ruvettus,pretiosus,Ruvettus_pretiosus,oilfish,Vasilakopoulas et al. 2011 
Perciformes,Gerreidae,Gerres,filamentosus,Gerres_filamentosus,Whipfin silver-biddy,Cyrus & Blaber 1984 
Perciformes,Gerreidae,Gerres,longirostris,Gerres_longirostris,Strongspine silver-biddy,Cyrus & Blaber 1984 
Perciformes,Gerreidae,Gerres,methueni,Gerres_methueni,Striped silver biddy,Cyrus & Blaber 1984 
Perciformes,Girellidae,Girella,leonina,Girella_leonina,,Takai et al. 2017 
Perciformes,Girellidae,Girella,punctata,Girella_punctata,,Takai et al. 2017 
Perciformes,Gobiidae,Amblygobius,nocturnus,Amblygobius_nocturnus,Pyjama goby,"Mazzoldi et al. 2005, Whiteman 2004 "
Perciformes,Gobiidae,Amblygobius,rainfordi,Koumansetta_rainfordi,Rainford's goby,Mazzoldi et al. 2005 
Perciformes,Gobiidae,Bathygobius,fuscus,Bathygobius_fuscus,dusky frillgoby,"Fishelson, 1991, Mank & Avise 2006 , Tsuboi & Sakai 2016 "
Perciformes,Gobiidae,Buenia,jeffreysii,Buenia_jeffreysii,Jeffrey's goby,"Fishelson, 1991, Byrkjedal et al. 2016 "
Perciformes,Gobiidae,Cryptocentrus,lutheri,Cryptocentrus_lutheri,Luther's prawn goby,Mazzoldi et al. 2005  
Perciformes,Gobiidae,Gillichthys,mirabilis,Gillichthys_mirabilis,Longjaw mudsucker,"Weisel 1949, Weisel 1947 "
Perciformes,Gobiidae,Glossogobius,giuris,Glossogobius_giuris,Tank goby,"Sircar & Har 1980, Islam et al. 2014  "
Perciformes,Gobiidae,Glossogobius,olivaceus,Glossogobius_olivaceus,Urohaze goby,"Asahina et al. 1983, Senta & Wada 1970 "
Perciformes,Gobiidae,Gobiodon,oculolineatus,Gobiodon_oculolineatus,eyeline coralgoby,"Cole, 2010, Nakashima et al. 1996, Whiteman & Cote 2003 "
Perciformes,Gobiidae,Gobiodon,okinawae,Gobiodon_okinawae,Yellow clown goby,"Cole & Hoese 2001, Nakashima et al. 1996"
Perciformes,Gobiidae,Gobiodon,quinquestrigatus,Gobiodon_quinquestrigatus,Five-lined coral goby,"Cole 1990, Nakashima et al. 1996, Whiteman et al. 2004 "
Perciformes,Gobiidae,Gobiodon,rivulatus,Gobiodon_rivulatus,rippled goby,"Cole, 2010, Nakashima et al. 1996 "
Perciformes,Gobiidae,Gobius,cobitis,Gobius_cobitis,giant goby,"Fishelson, 1991, Faria et al. 1998 , Mazzoldi et al. 2005 "
Perciformes,Gobiidae,Gobius,niger,Gobius_niger,Black goby,"Mazzoldi et al. 2005, Mank & Avise 2006 "
Perciformes,Gobiidae,Gobius,paganellus,Gobius_paganellus,Rock goby,"Stanley et al. 1965, Miller 1961, Mazzoldi et al. 2005 "
Perciformes,Gobiidae,Knipowitschia,panizzae,Knipowitschia_panizzae,Adriatic dwarf goby,"Mazzoldi et al. 2005, Massironi et al. 2005 "
Perciformes,Gobiidae,Lythrypnus,dalli,Lythrypnus_dalli,Blue-banded goby,"Drilling & Grober 2005, Rodgers et al. 2006, Tsuboi & Sakai 2016 "
Perciformes,Gobiidae,Neogobius,melanostomus,Neogobius_melanostomus,Round goby,"Arbuckle et al. 2005, Marentette et al. 2009, Corkum et al. 2004 "
Perciformes,Gobiidae,Padogobius,bonelli,Padogobius_bonelli,Padanian goby,"Mazzoldi et al. 2005 , Pompei et al. 2016 "
Perciformes,Gobiidae,Paragobiodon,echinocephalus,Paragobiodon_echinocephalus,Redhead goby,"Cole 1990, Kuwamura et al. 1994, Whiteman and Cote 2004 "
Perciformes,Gobiidae,Pomatoschistus,marmoratus,Pomatoschistus_marmoratus,Mural goby,"Mazzoldi et al. 2005, Mazzoldi et al. 2002 "
Perciformes,Gobiidae,Pomatoschistus,microps,Pomatoschistus_microps,common goby,"Cole, 2010, Mank & Avise 2006 , Nakashima et al. 1996 "
Perciformes,Gobiidae,Pomatoschistus,minutus,Pomatoschistus_minutus,Sand goby,"Mazzoldi et al. 2005, Lindstrom & Hellstrom 1991, Jones et al. 2001 "
Perciformes,Gobiidae,Valenciennea,muralis,Valenciennea_muralis,Painted grudgeon,"Sircar & Har 1980, Mazzoldi et al. 2005 , Hernaman & Munday 2007 "
Perciformes,Gobiidae,Valenciennea,sexguttata,Valenciennea_sexguttata,Sixspot goby,"Mazzoldi et al. 2005 , Whiteman & Cote 2003 "
Perciformes,Gobiidae,Valenciennea,strigata,Valenciennea_strigata,Blueband goby,"Mazzoldi et al. 2005, Whiteman 2004 "
Perciformes,Gobiidae,Zosterisessor,ophiocephalus,Zosterisessor_ophiocephalus,Grass goby,"Lahnsteiner et al. 1992, Locatello et al. 2013, Mazzoldi 2000 "
Perciformes,Grammatidae,Gramma,brasiliensis,Gramma_brasiliensis,Brazilian basslet,Leite et al. 2016 
Perciformes,Grammatidae,Gramma,loreto,Gramma_loreto,Royal gramma,"Asoh & Shapiro 1997, Asoh et al. 1996 "
Perciformes,Haemulidae,Haemulon,flavolineatum,Haemulon_flavolineatum,french grunt,"Rasotto & Sadovy, 1995, Shulman & Ogden 1987 Barden et al. 2014 "
Perciformes,Haemulidae,Haemulon,plumierii,Haemulon_plumierii,white grunt,"Rasotto & Sadovy, 1995, Breder & Rosen 1966, Saksena & Richards 1975 "
Perciformes,Hapalogenyidae,Hapalogenys,nigripinnis,Hapalogenys_nigripinnis,Short barbeled velvetchin,
Perciformes,Icosteidae,Icosteus,aenigmaticus,Icosteus_aenigmaticus,ragfish,Allen 2001 
Perciformes,Istiophoridae,Makaira,nigricans,Makaira_nigricans,blue marlin,"de Sylva & Breder 1997, Sun et al. 2009 Shimose et al. 2009 "
Perciformes,Istiophoridae,Tetrapturus,albidus,Kajikia_albida,atlantic white marlin,de Sylva & Breder 1997 
Perciformes,Istiophoridae,Tetrapturus,angustirostris,Tetrapturus_angustirostris,shortbill spearfish,Merrett 1970 
Perciformes,Istiophoridae,Tetrapturus,audax,Kajikia_audax,striped marlin,de Sylva & Breder 1997 
Perciformes,Kraemeriidae,Kraemeria,bryani,Kraemeria_bryani,Bryan's sand dart,Burns & Cole 2017 
Perciformes,Kurtidae,Kurtus,gulliveri,Kurtus_gulliveri,nurseryfish,"Berra et al. 2007, Breder & Rosen 1966 Sommer et al. 2011 "
Perciformes,Kyphosidae,Kyphosus,biggibus,Kyphosus_bigibbus,brown chub,Yamaguchi et al. 2011
Perciformes,Labridae,Cheilinus,undulatus,Cheilinus_undulatus,Humphead wrasse,"Sadovy de Mitcheson et al. 2010, Colin 2010 "
Perciformes,Labridae,Halichoeres,bivittatus,Halichoeres_bivittatus,Slippery dick,"Warner & Robertson 1978, Shulman and Bermingham 1995 "
Perciformes,Labridae,Halichoeres,garnoti,Halichoeres_garnoti,Yellowhead wrasse,"Warner & Robertson 1978, Swearer & Robertson 1999 "
Perciformes,Labridae,Halichoeres,maculipinna,Halichoeres_maculipinna,Clown wrasse,Warner & Robertson 1978
Perciformes,Labridae,Halichoeres,melanurus,Halichoeres_melanurus,Tail-spot wrasse,Kuwamura et al. 2000 
Perciformes,Labridae,Halichoeres,pictus,Halichoeres_pictus,Rainbow wrasse,Warner & Robertson 1978
Perciformes,Labridae,Halichoeres,poeyi,Halichoeres_poeyi,Blackear wrasse,Warner & Robertson 1978
Perciformes,Labridae,Thalassoma,bifasciatum,Thalassoma_bifasciatum,Bluehead,"Warner & Robertson 1978, Petersen et al. 2001, Taborsky 1994, Mank & Avise 2006 "
Perciformes,Labrisomidae,Labrisomus,bucciferus,Labrisomus_bucciferus,Puffcheek blenny,Rasotto 1995
Perciformes,Labrisomidae,Labrisomus,haitiensis,Labrisomus_haitiensis,Longfin blenny,Rasotto 1995
Perciformes,Labrisomidae,Labrisomus,nuchipinnis,Labrisomus_nuchipinnis,Hairy blenny,"Rasotto 1995, Gibran et al. 2004 "
Perciformes,Labrisomidae,Malacoctenus,macropus,Malacoctenus_macropus,Rosy blenny,"Rasotto 1995, Petersen 1988 "
Perciformes,Labrisomidae,Malacoctenus,triangulatus,Malacoctenus_triangulatus,Saddled blenny,"Rasotto 1995, Draud et al. 1990, Hanlon & Hixon 1986 "
