Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	Node01 - P(0,0)	Node01 - P(0,1)	Node01 - P(1,0)	Node01 - P(1,1)	
456000	-214.276996	23	0.635965	0.366551	2.747445	0.764624	11.626846	1.112714	1.557553	0.299660	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
457000	-209.266986	3	0.784628	0.098137	2.798473	0.583541	1.481760	3.567082	1.143884	0.395201	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
458000	-217.473655	50	0.731730	0.173546	5.878902	0.794802	0.997865	2.902875	2.211474	0.786174	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
459000	-208.403712	9	0.379253	0.174660	1.713163	0.437301	2.099979	4.419942	1.599479	0.014047	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
460000	-210.011763	99	0.915830	0.207529	4.431764	0.545159	1.320756	2.976542	1.421000	0.227283	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
461000	-212.738240	57	0.342843	0.195419	1.715196	0.496506	0.589959	9.253622	1.874095	0.435295	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
462000	-209.888105	46	0.544608	0.280708	3.167640	0.091806	6.097022	5.425607	1.718065	0.131965	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
463000	-210.852997	88	0.796830	0.339122	3.235216	0.430784	1.928584	1.962008	0.641167	0.138943	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
464000	-214.768446	66	0.414812	0.309447	1.401860	0.241303	4.950961	5.224146	1.150362	0.606702	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
465000	-209.015357	3	0.597806	0.237765	4.131866	0.201577	5.509002	1.885069	1.068305	0.053107	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
466000	-208.589237	25	0.530227	0.255215	1.983287	0.113185	4.258537	3.155722	1.745813	0.298571	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
467000	-207.990881	67	0.526139	0.129162	2.678457	0.019189	2.099724	6.125516	2.102349	0.292757	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
468000	-211.158328	33	0.378961	0.177536	5.242901	0.607363	0.270319	4.050604	1.122368	0.303286	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
469000	-211.847153	67	0.799670	0.162564	5.356914	0.152686	1.133240	4.915285	2.777916	0.185524	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
470000	-209.818319	46	0.542305	0.316933	2.431342	0.545790	4.082685	3.280395	2.398698	0.018462	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
471000	-209.570463	3	0.443269	0.225058	1.838226	0.520995	5.910660	1.837738	1.800998	0.292024	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
472000	-213.884039	26	0.564516	0.031102	4.139235	0.695642	0.056581	1.877118	1.214338	0.833468	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
473000	-209.301107	99	0.817424	0.160463	3.244251	0.027656	1.188579	3.967675	1.412721	0.021231	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
474000	-214.794597	7	0.325442	0.253331	2.723708	0.782502	3.689467	3.294676	1.133841	0.054031	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
475000	-208.570274	3	0.507200	0.160274	3.129633	0.305889	1.891709	1.428678	0.978265	0.513659	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
476000	-215.041401	65	0.979218	0.297547	3.647454	0.056293	2.441735	7.710883	2.314070	0.399549	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
477000	-210.427791	67	0.464050	0.383521	1.636475	0.447305	5.686085	4.188130	2.129098	0.520160	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
478000	-213.638730	42	0.919135	0.341968	3.108795	0.046686	6.777890	1.760080	1.545161	0.291138	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
479000	-209.783226	33	0.698142	0.278293	4.712172	0.320606	0.155453	5.194218	0.974655	0.038377	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
480000	-211.937656	49	0.717652	0.271102	3.544158	1.111830	0.056380	3.470762	1.750543	0.012821	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
481000	-211.602416	68	0.689125	0.169472	1.625326	0.084379	3.487646	2.946392	1.187709	0.195979	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
482000	-218.447833	99	0.415068	0.054595	3.792174	1.973086	4.720390	2.020504	3.251097	0.987077	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
483000	-211.129339	25	0.321261	0.243703	4.076101	0.596003	5.324863	0.397703	1.174169	0.578044	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
484000	-210.832433	3	0.538671	0.319608	2.411740	1.036407	1.367163	4.801247	1.510774	0.008849	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
485000	-212.757004	54	0.899641	0.157889	3.456656	0.192202	4.819447	3.316706	1.125057	0.293177	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
486000	-210.980205	10	0.462966	0.207289	1.773317	0.434871	2.351476	4.213799	1.136416	0.319576	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
487000	-209.062036	67	0.550064	0.242336	3.097650	0.409400	0.667964	9.966028	1.635403	0.377242	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
488000	-209.549391	67	0.526307	0.232413	1.942150	0.503873	0.117334	3.253288	1.219284	1.061164	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
489000	-208.100160	67	0.462340	0.151194	2.264653	0.911655	2.540490	3.946938	1.016462	0.033434	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
490000	-211.579689	3	0.432121	0.421186	2.704202	0.362934	3.740386	3.866496	3.150571	0.128271	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
491000	-212.930209	67	0.930931	0.032431	4.023223	0.679672	3.349924	2.003486	0.734570	0.372925	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
492000	-209.389375	67	0.466255	0.274847	2.255036	0.355159	0.033926	10.277735	0.659417	0.229062	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
493000	-207.987607	67	0.473517	0.211893	2.521074	0.596563	3.231734	5.041342	1.550297	0.473798	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
494000	-211.529106	72	0.744214	0.376168	4.358244	0.214976	3.304119	2.388910	0.794146	0.021588	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
495000	-211.588203	99	0.556825	0.399940	2.622703	0.828270	5.168808	4.676117	1.551597	0.059469	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
496000	-209.161706	46	0.692747	0.162856	2.280838	0.516904	4.329869	3.350382	1.327751	0.255566	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
497000	-210.600080	32	0.471888	0.123640	2.770469	0.249902	1.871128	4.624137	2.187829	0.227198	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
498000	-212.682556	3	0.505882	0.448256	3.261998	0.475398	8.683218	1.232568	2.299532	0.435585	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
499000	-208.992888	31	0.379856	0.145504	2.085727	0.288266	1.773493	3.211146	1.151569	0.037661	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
500000	-213.156022	87	0.562482	0.202506	3.400800	1.313662	0.159661	3.558610	1.762982	0.173759	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
501000	-214.753925	52	0.969955	0.404275	3.386109	0.706897	6.668277	0.916530	1.434116	0.038551	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
502000	-215.238551	92	0.538815	0.367982	3.568423	0.232811	1.275119	2.341571	0.248681	0.536340	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
503000	-212.266393	62	0.669115	0.128292	4.887114	0.793426	3.187470	3.723105	2.123532	0.039388	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
504000	-208.340107	65	0.487353	0.184741	2.624960	0.366041	2.738253	4.331836	1.233172	0.038269	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
505000	-209.513311	67	0.720862	0.256259	2.648619	0.959458	0.418858	4.539558	0.694688	0.190635	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
506000	-208.367328	25	0.515314	0.239474	2.255507	0.405032	1.278169	5.028987	1.342721	0.150542	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
507000	-210.500793	62	0.486318	0.065004	3.633967	0.984173	1.593452	0.543481	1.205633	0.654676	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
508000	-216.292476	12	0.435634	0.310158	4.070920	0.603411	0.102773	6.628298	1.350793	0.005297	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
509000	-210.346916	99	0.627939	0.315645	3.418188	0.111330	8.217300	3.748909	2.385977	0.088334	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
510000	-214.749417	40	0.537164	0.125815	5.604566	0.191881	6.871388	2.242885	1.109852	0.210442	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
511000	-208.100847	67	0.492716	0.232429	1.636541	0.041621	0.592390	6.279668	0.492415	0.028359	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
512000	-210.425761	88	0.546358	0.310130	1.877180	0.785276	3.261982	3.185679	2.066102	0.050466	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
513000	-212.577790	33	0.570567	0.052903	3.133315	1.297318	0.137681	5.383906	1.180328	1.372858	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
514000	-208.482955	3	0.677060	0.202574	2.083614	0.503379	0.635567	3.045408	0.593269	0.292880	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
515000	-213.562527	8	0.653859	0.434849	2.755293	0.480660	4.231460	1.219616	0.927531	0.355935	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
516000	-212.634948	67	0.531716	0.773408	3.984390	0.265981	12.091443	1.733601	1.173447	0.110735	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
517000	-211.611116	3	0.699646	0.344333	2.607060	1.035138	8.025026	2.074391	1.377907	0.289231	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
518000	-212.724677	60	0.542006	0.091335	2.419912	0.315102	0.209350	5.771126	0.959987	0.087637	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
519000	-215.360058	77	0.493840	0.191288	2.260355	1.632445	2.515777	3.552802	3.003752	0.396320	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
520000	-212.129188	21	0.718291	0.164906	5.683552	0.470450	2.516129	0.771818	0.718818	0.385072	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
521000	-214.509323	83	0.630944	0.306319	2.617400	1.308918	3.497606	2.961062	1.906308	0.561120	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
522000	-214.297877	86	0.887305	0.184366	4.056918	0.383976	5.729002	4.258923	1.626850	0.771479	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
523000	-210.152723	21	0.590627	0.233284	2.022843	0.228953	0.794967	8.329953	1.377184	0.019949	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
524000	-213.869925	83	0.308899	0.157372	2.149979	1.013219	0.650631	2.874277	2.308462	0.091985	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
525000	-211.127189	3	0.857270	0.293057	4.357736	0.742959	3.030057	4.027221	1.305731	0.119592	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
526000	-211.430910	51	0.589887	0.114208	3.454534	0.650210	1.579932	3.295693	1.129854	0.315365	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
527000	-213.535389	3	0.709771	0.115590	4.207058	0.507158	2.902473	5.080103	3.039897	0.692822	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
528000	-213.241539	33	0.630595	0.261306	2.767800	0.474606	5.058981	2.376721	2.149740	0.995369	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
529000	-211.945058	49	0.715447	0.144518	4.801177	0.495342	2.932883	5.856934	1.375992	0.246592	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
530000	-212.225814	80	0.716344	0.194933	2.752591	0.428440	9.277830	1.850850	1.110618	0.210226	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
531000	-213.439636	62	0.407569	0.111689	5.214434	0.186867	1.546384	1.502888	1.883415	0.686532	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
532000	-212.866960	62	0.363184	0.228103	3.562100	0.728530	0.965428	3.063460	0.471007	0.044000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
533000	-215.333753	99	0.804703	0.812413	3.158059	0.123240	14.391572	3.545251	1.236822	0.144955	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
534000	-211.662791	33	0.505387	0.178777	1.111866	0.157317	2.364115	5.791779	1.605667	0.472326	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
535000	-214.916309	91	0.415647	0.419269	4.439090	0.423013	4.337928	1.587476	1.969803	0.158823	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
536000	-215.360296	81	0.666516	0.163514	5.373566	0.360720	8.352036	2.488677	2.127005	0.358312	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
537000	-214.066606	17	0.561365	0.151363	2.484386	0.348220	3.356132	6.168016	2.421352	0.522118	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
538000	-211.121814	62	0.416327	0.200536	3.093735	1.047671	0.228699	3.451106	1.058533	0.154938	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
539000	-212.120501	14	0.562466	0.109070	4.348244	0.436990	1.383409	3.453314	1.115594	0.872436	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
540000	-212.009871	9	0.634024	0.180540	2.905317	0.247509	3.365669	6.880928	0.856366	0.969043	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
541000	-214.412631	67	0.988981	0.219599	3.209021	1.052304	7.054187	2.099816	1.431903	1.186370	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
542000	-217.011008	57	0.365618	0.487677	3.474442	0.122208	10.550517	1.519091	0.573382	0.591221	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
543000	-211.399223	57	0.523188	0.223747	2.510332	0.125466	7.774261	5.370311	0.878185	0.133032	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
544000	-211.432587	40	0.768353	0.242474	3.146760	0.026262	3.024304	6.050278	1.818129	0.201211	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
545000	-210.530603	67	0.649724	0.181161	4.017270	0.660237	7.083836	3.906053	1.303099	0.276300	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
546000	-219.800057	31	0.949298	0.471921	5.064748	0.273562	1.409746	5.454666	2.738132	0.583979	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
547000	-215.340087	72	0.650916	0.183281	1.564955	1.067150	3.169280	1.609141	1.040023	1.408210	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
548000	-207.992460	99	0.452004	0.139576	3.228798	0.177777	2.886265	4.125509	2.323772	0.054944	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
549000	-216.005946	62	0.280195	0.301389	2.384408	0.435635	1.054168	12.619492	2.115432	0.268396	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
550000	-215.003223	41	0.423337	0.105568	2.731437	1.302376	2.249931	4.170348	1.324646	0.652722	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
551000	-214.103120	57	0.763063	0.497663	1.986009	0.398752	2.871961	3.805520	1.555319	0.151264	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
552000	-211.618589	88	0.765051	0.206742	3.454084	0.802732	2.375339	0.231999	1.937646	0.414496	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
553000	-212.946926	7	0.594630	0.301757	3.076688	0.699034	3.680691	2.983972	1.610293	0.136331	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
554000	-215.479675	3	0.957951	0.235432	2.740297	0.623187	2.255020	5.577220	2.912357	0.657827	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
555000	-212.971958	48	0.621284	0.381773	4.044013	0.488964	3.564308	4.176923	2.321453	0.064614	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
556000	-207.881035	67	0.673284	0.341650	3.463523	0.074420	5.789926	3.556840	1.800868	0.140968	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
557000	-216.021733	34	0.556038	0.104645	1.996235	1.343365	0.814398	0.867648	2.733063	0.731993	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
558000	-212.153990	67	0.267199	0.132300	2.241131	1.106748	0.285596	7.995408	1.217338	0.773376	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
559000	-210.401889	42	0.505654	0.224316	1.910772	0.028552	5.463504	2.692238	1.630479	0.236679	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
560000	-209.262426	57	0.377425	0.158501	2.037469	0.275121	3.568978	3.517022	0.956512	0.280533	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
561000	-212.640815	67	0.757163	0.364925	3.699289	1.041354	3.140449	5.363096	1.269800	0.251345	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
562000	-209.726894	48	0.791408	0.208726	2.645218	0.158340	0.125172	6.291627	0.619968	0.066465	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
563000	-211.497486	9	0.641085	0.131767	2.544225	0.465610	4.546669	5.366395	2.380339	0.394892	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
564000	-209.877320	25	0.505541	0.281589	2.825650	0.389089	5.322444	1.426924	0.957760	0.239218	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
565000	-213.257898	4	0.809329	0.258078	4.452394	0.374979	2.776603	4.928239	1.010715	0.334821	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
566000	-213.597567	95	0.626560	0.192658	2.194473	0.588755	3.449827	7.226636	1.473306	0.049745	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
567000	-209.160990	3	0.773391	0.106177	4.055078	0.326082	1.560653	1.509205	0.931116	0.370390	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
568000	-212.905970	21	0.627318	0.410424	2.424993	0.198722	8.546926	4.472630	1.662746	0.353098	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
569000	-209.022857	67	0.746420	0.210642	3.660630	0.421559	2.642201	6.083093	2.051446	0.179913	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
570000	-211.052065	88	0.385635	0.146882	1.655887	0.506778	0.665853	6.431747	1.264978	0.762982	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
571000	-213.499745	92	0.327842	0.268372	3.359087	0.975079	0.486627	1.944608	0.637424	0.116921	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
572000	-216.370739	49	0.721912	0.332418	3.214352	0.200305	1.051870	17.402256	1.397878	0.301903	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
573000	-206.836876	3	0.455944	0.187358	2.059042	0.431633	1.820818	3.015964	1.209525	0.007561	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
574000	-212.941509	14	0.678601	0.212841	2.033075	0.397861	8.669321	1.622139	2.001337	0.055265	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
575000	-211.083333	83	0.783028	0.107574	3.745037	0.362762	2.104982	3.861364	2.081213	0.105834	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
576000	-212.867466	99	0.815431	0.511186	2.552737	0.165974	11.145181	1.454950	1.307096	0.296400	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
577000	-210.421288	3	0.487752	0.543423	1.756759	0.146062	8.482983	2.204684	1.288062	0.068186	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
578000	-216.214103	81	1.060144	0.453489	4.559735	0.147894	6.098656	0.546734	0.931111	0.030047	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
579000	-212.975204	67	0.619629	0.220824	5.234838	0.513100	5.983845	3.977605	0.483885	0.135667	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
580000	-210.069574	78	0.590190	0.171457	2.982720	0.397482	3.186586	5.269151	2.050178	0.335463	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
581000	-211.959890	59	0.585363	0.173118	2.775644	0.347761	2.278318	1.304531	1.283439	0.151339	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
582000	-219.304088	1	0.745963	0.384970	5.534063	0.337004	10.183088	6.595199	1.294901	0.024895	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
583000	-215.514957	23	0.610684	0.536401	4.789188	0.474178	7.907821	1.336357	1.802711	0.105835	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
584000	-209.479112	62	0.447591	0.171927	2.836729	0.713899	0.665731	1.404597	1.079229	0.518199	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
585000	-210.610988	52	0.481537	0.367878	2.786090	0.235106	3.109705	3.705026	1.717975	0.104334	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
586000	-216.321180	80	0.262773	0.205905	1.995374	0.121421	0.856308	9.811461	0.461563	0.375354	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
587000	-212.661314	33	0.573414	0.379009	3.954286	0.619321	2.432749	1.598890	2.058462	0.239546	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
588000	-211.831493	67	0.297961	0.076584	1.859389	0.749610	2.329645	5.781957	2.294527	0.157682	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
589000	-214.131960	14	0.464340	0.296596	3.832329	0.303885	0.232996	8.390612	0.903506	0.730274	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
590000	-214.949942	24	0.342088	0.116582	2.784531	1.040587	3.894555	4.325297	1.535147	0.203625	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
591000	-210.381396	64	0.464435	0.296001	1.814496	0.250441	2.078274	2.759357	1.523006	0.225906	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
592000	-211.956786	9	0.480930	0.316965	5.125580	0.195813	3.204855	1.132847	1.716596	0.058270	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
593000	-214.786813	3	0.721030	0.106665	3.531286	0.184156	8.883767	1.834542	2.816472	0.491318	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
594000	-209.448073	49	0.537516	0.161767	3.571209	0.195417	4.975725	2.298273	0.899848	0.137259	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
595000	-216.876516	70	0.208237	0.187562	3.888043	0.569350	0.715604	2.157438	2.161025	0.364258	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
596000	-215.766941	99	1.377021	0.340698	5.026053	0.323855	4.902084	5.612372	1.212276	0.062260	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
597000	-222.439891	47	0.574709	0.670377	3.453503	0.700195	22.876809	0.490076	1.608497	0.867556	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
598000	-212.854747	25	0.824656	0.260296	4.694366	0.129850	3.454884	3.322758	1.202674	0.655380	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
599000	-213.237657	83	0.514606	0.375006	3.522784	0.387809	1.097746	5.457486	1.994193	0.513064	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
600000	-210.417951	72	0.481226	0.164834	2.958489	0.525400	4.281243	2.322377	0.967444	0.569094	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
601000	-210.021876	33	0.441882	0.249777	3.151437	0.257750	3.301388	5.544996	1.685106	0.422885	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
602000	-212.076731	67	0.606921	0.539447	2.664636	0.379716	14.711425	3.332477	1.131941	0.016614	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
603000	-207.302741	67	0.561297	0.223723	1.968194	0.230303	5.574633	2.823665	1.567342	0.431461	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
604000	-217.115066	72	0.647599	0.318371	5.164120	0.957253	2.225394	5.067592	1.410933	0.859211	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
605000	-214.550544	40	0.286178	0.191102	2.541874	0.226330	2.792808	7.260388	0.773387	0.510195	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
