Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	Node01 - P(0,0)	Node01 - P(0,1)	Node01 - P(1,0)	Node01 - P(1,1)	
156000	-213.246282	86	0.817930	0.230975	4.435362	0.126221	5.809305	2.085787	2.793885	0.032864	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
157000	-210.550260	88	0.626569	0.414502	2.731280	0.205603	8.386080	2.177348	1.324824	0.272899	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
158000	-210.291625	3	0.433765	0.152664	2.762578	0.605980	2.433870	7.239655	1.634895	0.439721	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
159000	-214.913677	3	0.849452	0.665659	3.860472	0.281791	16.271264	0.107280	1.031314	0.435524	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
160000	-209.028133	3	0.644584	0.224176	2.130066	0.457723	0.708127	6.492842	1.855314	0.208654	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
161000	-213.134422	3	1.006828	0.135893	2.524756	1.022308	2.514929	4.405078	1.346531	0.032797	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
162000	-212.242098	3	0.612477	0.139015	3.784984	0.947381	8.952904	1.136390	1.232133	0.668876	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
163000	-209.785276	9	0.583478	0.399951	2.456190	0.401865	3.151450	2.865881	1.459623	0.145917	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
164000	-209.368769	82	0.518232	0.237656	2.643716	0.392742	4.707680	1.563434	1.038846	0.033795	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
165000	-210.820186	67	0.484563	0.161270	4.209981	0.767249	0.310752	7.151583	0.724506	0.711089	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
166000	-214.040900	25	0.956475	0.155070	3.228213	0.507535	1.939079	6.383646	1.368394	0.994703	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
167000	-220.837381	86	0.657410	1.304197	3.644521	0.244578	18.561785	4.322443	1.360946	0.269068	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
168000	-209.445569	67	0.685234	0.065811	2.672902	0.398001	2.003564	2.251054	1.286774	0.686752	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
169000	-208.943744	99	0.426231	0.300773	1.841498	0.375246	6.072158	2.706906	1.678152	0.146485	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
170000	-210.243072	99	0.677632	0.138906	4.942402	0.624342	4.211284	0.535089	0.836078	0.429507	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
171000	-211.254203	57	0.848460	0.265640	5.159503	0.305311	1.432659	2.296753	0.889503	0.125162	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
172000	-209.291951	72	0.632384	0.187379	2.021881	0.147982	5.962031	2.051681	0.747985	0.113791	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
173000	-216.203052	80	1.216757	0.202486	3.671838	0.713533	6.111292	1.978503	0.488213	0.391005	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
174000	-209.097784	67	0.709832	0.116341	2.056929	0.108123	2.286312	1.927774	2.028832	0.196579	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
175000	-210.921510	67	0.624476	0.323332	2.577230	0.734567	0.504698	7.255383	0.880778	0.697571	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
176000	-208.729249	67	0.704428	0.279732	4.290733	0.260756	6.514336	2.103683	1.522965	0.121040	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
177000	-209.055266	99	0.673472	0.142318	5.033031	0.421094	1.747295	0.964882	1.571101	0.167490	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
178000	-214.190293	40	0.725239	0.384909	3.232041	0.964375	4.877871	2.806112	1.616387	0.344563	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
179000	-209.192151	88	0.527597	0.180854	3.316032	0.294851	1.676065	6.743777	1.500614	0.004077	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
180000	-216.145546	99	0.301254	0.061616	4.206048	0.542995	1.645028	8.279660	2.585229	0.348634	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
181000	-213.063339	88	0.670103	0.257775	3.581535	0.800933	10.658915	1.620193	1.079777	0.583026	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
182000	-208.996375	9	0.427225	0.188016	3.121868	0.533700	1.224098	1.884856	0.757985	0.397559	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
183000	-212.671730	99	0.756253	0.206632	5.643710	0.135905	4.570903	4.288300	2.645085	0.179680	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
184000	-213.391191	57	0.423688	0.487329	2.923007	0.431479	4.484136	3.524538	0.994169	0.420358	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
185000	-215.561283	77	0.481178	0.360513	1.783152	1.520726	7.580757	1.778770	1.199361	0.135443	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
186000	-211.837479	81	0.620045	0.079298	3.771697	0.667515	1.691763	3.098141	2.458412	0.025430	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
187000	-216.322505	67	1.007729	0.171948	3.621342	0.736102	4.484801	6.825697	2.138099	1.509965	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
188000	-214.960558	5	0.657410	0.395877	3.788028	0.266985	3.240850	1.769025	0.728302	0.049663	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
189000	-213.785268	72	0.893243	0.298406	3.277115	0.711971	1.950246	4.750328	0.570463	0.313233	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
190000	-211.604669	9	0.846519	0.085928	2.616173	0.339121	2.651097	1.120938	0.627512	0.357985	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
191000	-213.874454	40	0.385703	0.184202	1.373438	0.178849	4.527988	3.346148	2.589785	0.769427	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
192000	-208.679339	99	0.512622	0.134696	3.135845	0.544080	2.694835	2.844156	0.916988	0.254869	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
193000	-217.413428	52	1.275257	0.149618	7.181310	0.324584	2.397926	0.453110	1.120393	0.756098	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
194000	-210.126942	78	0.554635	0.192426	2.600159	0.161537	7.311709	2.381778	1.414982	0.173582	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
195000	-209.348868	92	0.667382	0.148616	3.315553	0.694094	0.491940	3.554547	1.634632	0.287711	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
196000	-217.515496	3	0.826547	0.640925	2.776796	1.782652	13.742374	0.330892	1.906853	0.515009	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
197000	-208.028842	88	0.481754	0.199322	2.059906	0.194950	1.313762	5.258381	1.208454	0.242747	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
198000	-210.655851	57	0.626781	0.154019	3.985000	0.290691	0.221150	6.202720	1.601339	0.538074	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
199000	-211.189819	57	0.729460	0.167461	2.209517	0.376675	4.762909	3.995432	0.471259	0.154490	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
200000	-210.190413	3	0.702164	0.255428	2.965570	0.089212	1.461811	9.951384	2.007186	0.017401	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
201000	-209.903884	67	0.562983	0.228198	4.725288	0.458282	4.639363	2.929575	2.147555	0.283984	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
202000	-216.300384	72	0.693979	0.280971	2.483708	0.430275	10.399684	7.451549	1.757443	0.445660	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
203000	-211.017824	9	0.495976	0.226722	1.300452	0.620403	2.019062	5.268425	1.138250	0.355340	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
204000	-212.604483	23	0.334305	0.092744	4.173046	0.951651	2.025290	0.773261	0.941627	0.361393	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
205000	-209.628301	99	0.349052	0.214231	2.655826	0.467475	0.233280	7.827776	1.793537	0.049718	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
206000	-216.722681	23	0.345342	0.103833	2.042727	1.152053	6.969844	4.111569	1.043937	0.672129	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
207000	-211.222554	33	0.789302	0.134015	4.528711	0.116443	1.295301	4.742248	1.684565	0.273463	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
208000	-212.009876	1	0.623146	0.197160	3.026771	0.412346	1.762251	4.392774	0.820075	0.532998	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
209000	-213.446048	88	0.800391	0.151865	3.330407	0.676068	0.645113	4.128496	0.347097	1.367145	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
210000	-213.366853	100	0.596338	0.164029	3.675152	0.804422	2.167588	5.958942	2.270202	0.245337	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
211000	-212.131589	57	1.000394	0.138091	6.094454	0.173010	3.214914	3.011150	1.453451	0.030205	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
212000	-209.788982	67	0.532800	0.090246	3.944663	0.546967	0.678875	3.744457	0.573529	1.061713	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
213000	-214.603188	67	0.313242	0.157777	5.130857	0.800801	4.573502	4.800069	0.726178	0.215781	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
214000	-214.076045	69	0.562631	0.304064	2.974753	1.254770	6.460360	2.204365	1.448806	0.264493	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
215000	-213.243319	99	0.465771	0.102883	3.067417	1.688285	1.750034	5.022629	1.124306	0.708557	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
216000	-208.486381	99	0.760634	0.142245	3.646280	0.376241	0.236737	2.943844	0.972846	0.303300	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
217000	-206.918710	3	0.627756	0.163457	3.234756	0.298413	2.356889	3.169904	1.051530	0.002027	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
218000	-207.790121	25	0.460493	0.134756	2.414066	0.118072	3.451431	2.874986	1.830792	0.030274	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
219000	-210.676158	33	0.631276	0.121860	2.647675	0.219645	0.112587	6.440924	1.228045	0.965428	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
220000	-205.958811	67	0.632135	0.172902	2.082989	0.295792	2.895484	1.779783	1.099366	0.063511	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
221000	-212.838177	74	0.389399	0.188480	1.691806	0.846130	0.254205	2.838807	0.872356	0.703319	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
222000	-213.642098	51	0.545654	0.088621	1.755353	0.582513	2.487948	3.696780	0.617462	0.627147	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
223000	-212.119045	98	0.685470	0.162340	4.880684	0.357459	3.046086	0.121236	0.625084	0.195498	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
224000	-207.605217	67	0.628012	0.162922	2.533786	0.696771	0.537863	6.179452	1.617355	0.102902	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
225000	-209.563649	67	0.652203	0.209520	3.134928	0.167389	4.353887	5.767891	1.981529	0.744876	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
226000	-214.841262	67	0.611006	0.423886	1.867351	0.564656	13.359019	5.798103	1.876049	0.363154	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
227000	-207.401283	67	0.530090	0.284718	1.875309	0.092968	0.979717	5.677103	1.190748	0.368183	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
228000	-207.635867	67	0.690899	0.250862	2.853978	0.007743	5.043883	2.171201	1.816513	0.126250	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
229000	-211.982213	62	0.776124	0.174778	3.901434	0.772899	6.965173	0.915648	0.972236	0.127734	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
230000	-211.452402	49	0.738060	0.253349	2.216989	0.917830	5.334334	3.534198	1.146886	0.205397	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
231000	-214.297706	46	0.224961	0.283061	2.046948	0.372770	3.440621	4.335255	2.187129	0.596955	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
232000	-217.613301	67	0.273717	0.221245	2.372140	0.287127	2.801117	18.816806	2.048423	2.599809	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
233000	-210.287288	67	0.329060	0.139405	3.358768	0.574312	6.779098	0.253331	1.304618	0.787386	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
234000	-210.701324	72	0.732518	0.357607	3.525104	0.494922	4.412384	3.586035	1.468364	0.035004	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
235000	-211.498228	57	0.881960	0.175982	2.206472	0.138223	2.428300	2.486575	1.780663	0.223799	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
236000	-214.356975	61	0.329203	0.112633	4.154729	1.228664	0.584177	2.852153	1.387230	0.957643	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
237000	-208.295526	67	0.749720	0.166098	4.419610	0.203732	3.443443	3.772702	1.063452	0.174182	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
238000	-215.762276	61	0.768583	0.144519	4.237255	0.208180	7.702761	5.930869	0.840432	0.351200	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
239000	-213.111094	32	0.540978	0.192762	2.260561	0.894547	1.615106	6.648554	0.951390	0.747671	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
240000	-210.050586	33	0.313827	0.133274	1.783965	0.245917	1.853700	5.026914	1.166564	0.181869	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
241000	-211.331821	67	0.565039	0.278759	3.660914	1.030317	3.376963	5.029435	2.255111	0.163636	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
242000	-210.263310	82	0.646948	0.195814	2.862647	0.595069	4.996153	3.236235	1.541894	0.215581	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
243000	-208.928030	88	0.481978	0.194150	2.265371	0.423811	0.734662	5.043047	2.070712	0.161126	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
244000	-213.395843	74	0.462876	0.057053	3.562660	1.059494	0.142400	0.950164	2.138716	0.356529	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
245000	-211.688196	65	0.431875	0.210927	2.777162	1.065016	0.231331	1.164142	0.597102	0.276961	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
246000	-210.230764	3	0.733854	0.175633	4.070893	0.178975	6.330005	4.644328	1.228050	0.028444	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
247000	-215.160918	46	0.838412	0.422529	5.745062	0.501792	8.215761	2.472521	0.892023	0.433829	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
248000	-211.334019	67	0.552937	0.171969	3.142746	1.290263	1.379882	6.085998	1.724164	0.014776	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
249000	-210.677925	66	0.446078	0.178403	2.919712	0.137146	0.258070	5.845318	0.888182	0.034912	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
250000	-212.905887	74	0.402776	0.176742	2.017259	1.163375	0.173361	0.620592	1.047828	0.476724	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
251000	-208.484776	67	0.428530	0.121058	1.779736	0.488564	0.021735	5.032237	1.927625	0.462090	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
252000	-211.777328	48	0.667337	0.225092	4.427149	0.676150	1.171938	3.943502	1.833558	0.222784	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
253000	-216.168786	4	0.433805	0.296351	2.082817	0.385960	4.376127	5.617641	3.620054	0.364867	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
254000	-210.957031	49	0.603545	0.199465	2.000319	0.406792	6.871723	3.192819	1.403447	0.609328	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
255000	-212.676656	3	0.448208	0.116453	3.047734	0.860945	5.200697	6.128151	1.258934	0.874727	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
256000	-208.847042	3	0.615218	0.250770	2.436121	0.315600	2.860843	4.351040	0.489018	0.103547	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
257000	-208.796307	67	0.357791	0.241016	2.497766	0.615300	4.910936	3.191560	1.257326	0.351928	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
258000	-209.546529	67	0.515313	0.189333	2.398597	0.604020	2.574225	5.188908	1.420887	1.182277	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
259000	-215.234093	10	0.536094	0.062773	2.801193	1.291710	1.337994	6.273734	0.785916	0.409231	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
260000	-209.751317	67	0.726713	0.185228	3.717845	0.489277	3.349902	5.303499	2.539556	0.216214	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
261000	-209.688294	88	0.785735	0.139425	2.864455	0.523289	3.910992	2.304872	1.709074	0.310186	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
262000	-208.308265	67	0.581262	0.104938	2.788921	0.726786	2.967894	3.352044	0.681851	0.133886	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
263000	-208.413567	99	0.656088	0.368169	2.734482	0.228750	4.628843	2.975244	1.495013	0.071796	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
264000	-214.592466	3	0.232719	0.121806	2.972864	0.643852	5.011110	4.004905	1.882447	0.790646	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
265000	-209.673964	9	0.449077	0.187035	3.800836	0.269006	0.894752	4.383486	1.049770	0.434164	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
266000	-211.232865	31	0.694045	0.210950	3.433620	0.586996	1.014060	0.417513	1.167797	0.500265	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
267000	-216.251608	53	0.778029	0.551522	2.047208	0.446334	6.492747	2.498708	1.651572	0.450039	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
268000	-209.989184	46	0.804977	0.214865	2.088956	0.463604	1.332015	3.628229	0.924349	0.172675	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
269000	-210.573577	25	0.489496	0.260662	2.046634	0.233411	5.692144	3.078585	0.777658	0.523565	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
270000	-213.684790	65	0.635883	0.087451	1.691339	0.778568	6.518001	4.112470	1.080326	0.430473	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
271000	-216.123817	62	0.393225	0.483348	2.667558	0.937499	0.963323	5.394184	2.064936	0.000438	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
272000	-210.750360	33	0.730230	0.210011	3.881160	0.424897	1.498749	4.954143	0.520219	0.366934	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
273000	-211.747675	99	0.738129	0.133146	2.642374	1.524155	3.168918	2.564516	1.472486	0.520047	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
274000	-214.589130	70	0.489571	0.195738	5.058629	0.414302	2.586379	1.808548	1.637811	0.303917	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
275000	-213.704286	10	0.703203	0.160226	5.941673	0.584308	1.524979	1.732545	0.798035	0.536463	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
276000	-212.120157	57	0.452058	0.259330	3.833907	0.255905	0.105193	7.751642	0.561866	0.155393	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
277000	-212.626033	88	0.645042	0.212318	3.974905	0.581734	2.856127	4.498984	2.765122	0.408779	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
278000	-206.239280	67	0.503818	0.228418	2.510957	0.201030	3.140353	2.349929	1.089265	0.239981	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
279000	-209.506054	67	0.567692	0.168753	4.284835	1.124644	3.430738	0.793860	1.503460	0.288462	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
280000	-212.903620	82	0.489165	0.099751	1.624093	0.546643	1.486459	6.735900	0.849149	0.103543	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
281000	-209.533474	67	0.487325	0.138278	1.708153	0.067048	8.129395	2.344537	2.564260	0.103863	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
282000	-208.865854	67	0.710355	0.072064	4.509795	1.000397	0.115890	0.628321	1.596391	0.511892	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
283000	-212.001868	81	0.415877	0.124873	5.378289	0.502897	1.917824	1.456042	1.288712	0.759212	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
284000	-211.774977	98	0.715875	0.367636	2.486372	0.229069	7.671442	3.612325	1.073903	0.067615	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
285000	-208.856774	57	0.463554	0.124097	2.392998	0.408219	0.021175	5.284878	1.207820	0.485069	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
286000	-207.541834	67	0.628911	0.093571	2.484758	0.464526	0.047484	3.400086	1.301413	0.620620	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
287000	-212.293969	74	0.546147	0.367072	2.990001	0.154723	2.096157	3.568689	1.372688	0.443572	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
288000	-211.966720	57	0.684120	0.147498	2.065996	1.176323	5.045109	0.130327	0.991510	0.817216	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
289000	-212.055331	48	0.274441	0.234199	5.568331	0.271609	1.053064	0.181207	0.856133	0.348488	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
290000	-207.539085	3	0.576631	0.256312	2.534987	0.087811	6.085366	2.300802	1.895887	0.024760	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
291000	-217.158563	67	0.565170	0.237698	3.271806	0.189906	9.948011	11.555219	2.534772	0.348625	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
292000	-207.071401	67	0.748978	0.241067	3.101586	0.601029	1.201410	2.877228	1.175725	0.063628	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
293000	-210.721399	67	0.845266	0.264257	3.404858	0.256026	1.284764	1.287916	0.479415	0.406660	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
294000	-211.604506	67	0.879082	0.340805	2.825441	0.501111	8.299119	2.591619	1.031474	0.674658	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
295000	-211.319787	72	0.802541	0.257943	2.970619	0.436477	0.309089	7.815981	1.382349	0.391498	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
296000	-210.907948	49	0.684665	0.320516	2.985762	0.430053	0.455309	7.679092	1.301864	0.404030	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
297000	-211.376689	21	0.561931	0.265345	1.930072	0.487470	0.928381	5.275138	1.388307	0.533151	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
298000	-212.128871	99	0.242405	0.199656	3.211342	0.971586	2.647500	0.565803	1.161460	0.762096	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
299000	-211.878341	31	0.752465	0.148583	5.332704	0.421125	3.595340	0.134124	1.303848	0.333640	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
300000	-209.183790	3	0.742285	0.180129	2.172337	0.348672	1.993800	4.726122	1.953849	0.220745	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
301000	-209.832125	67	0.629534	0.501729	2.175435	0.172455	6.967201	5.144285	1.035570	0.066999	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
302000	-208.974434	67	0.512266	0.240474	3.735637	0.301042	3.580204	1.925836	2.383759	0.186167	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
303000	-214.897052	78	0.681969	0.307597	1.728036	0.142420	1.259838	8.100886	1.294955	0.988323	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
304000	-208.038159	67	0.575560	0.170000	1.675849	0.792228	2.057160	1.309839	1.491091	0.119055	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
305000	-212.436173	72	0.400319	0.115818	1.421704	0.534689	0.776096	7.692521	0.776567	0.040688	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
