Options:
Model:                           Discrete: Independent
Tree File Name:                  /Users/lucaseckert/Desktop/THESIS/AG ANALYSIS/finalBayes/Correlations/AG-CARE/AgCare1/agCareTree.nex
Data File Name:                  /Users/lucaseckert/Desktop/THESIS/AG ANALYSIS/finalBayes/Correlations/AG-CARE/AgCare1/agCareData.txt
Log File Name:                   /Users/lucaseckert/Desktop/THESIS/AG ANALYSIS/finalBayes/Correlations/AG-CARE/AgCare1/agCareData.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            889998011
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   /Users/lucaseckert/Desktop/THESIS/AG ANALYSIS/finalBayes/Correlations/AG-CARE/AgCare1/agCareData.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	Root	2	Erpetoichthys_calabaricus Mugil_liza 
Scale Tree:                      0.003195
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - uniform 0.00 100.00 
        beta1 - uniform 0.00 100.00 
        alpha2 - uniform 0.00 100.00 
        beta2 - uniform 0.00 100.00 
Node reconstruction / fossilisation:
	Fossil Node01 Root (0)
Tree Information
     Trees:                      100
     Taxa:                       372
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	Node01 - P(0,0)	Node01 - P(0,1)	Node01 - P(1,0)	Node01 - P(1,1)	
11000	-222.827679	88	0.313997	0.955961	0.319362	1.853450	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
12000	-219.225076	67	0.233387	1.402078	0.699906	1.828387	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
13000	-222.131821	67	0.277818	0.983116	0.956255	1.923345	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
14000	-223.577589	23	0.391842	0.885906	0.448112	1.326910	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
15000	-220.404656	67	0.129988	0.379834	0.444363	1.755071	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
16000	-221.078165	33	0.242639	1.552479	0.506971	0.830869	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
17000	-221.804940	99	0.241519	0.920528	0.492639	0.612716	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
18000	-220.526259	3	0.231521	2.083483	0.400698	1.462041	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
19000	-225.107421	3	0.148597	0.687222	1.108473	1.623955	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
20000	-220.132579	67	0.219402	0.518260	0.646374	2.210093	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
21000	-221.904502	92	0.230996	1.522696	0.794415	0.745321	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
22000	-220.351181	3	0.146480	1.578391	0.682612	1.645919	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
