Iteration,Lh,Tree No,No Off Parmeters,No Off Zero,Model string,Dep / InDep,q12,q13,q21,q24,q31,q34,q42,q43,"Root - P(0,0)","Root - P(0,1)","Root - P(1,0)","Root - P(1,1)","Node01 - P(0,0)","Node01 - P(0,1)","Node01 - P(1,0)","Node01 - P(1,1)"
158000,-207.991922,3,3,0,'1 2 0 1 2 1 1 1 ,D,0.561654,0.126873,3.914817,0.561654,0.126873,0.561654,0.561654,0.561654,1,0,0,0,1,0,0,0
159000,-218.900927,65,3,0,'1 2 0 0 2 0 0 1 ,D,0.682189,0.123863,0.639432,0.639432,0.123863,0.639432,0.639432,0.682189,1,0,0,0,1,0,0,0
160000,-213.638347,3,3,2,'0 0 1 0 Z 2 0 Z ,D,0.210107,0.210107,4.369176,0.210107,0,1.413428,0.210107,0,1,0,0,0,1,0,0,0
161000,-206.742093,67,3,0,'2 0 1 2 0 1 2 0 ,D,0.595865,0.137889,3.130446,0.595865,0.137889,3.130446,0.595865,0.137889,1,0,0,0,1,0,0,0
162000,-210.42371,10,4,1,'3 0 1 3 0 Z 2 3 ,D,0.306605,0.148759,4.603652,0.306605,0.148759,0,1.113682,0.306605,1,0,0,0,1,0,0,0
163000,-212.095362,99,3,2,'1 2 0 1 Z Z 1 2 ,D,0.334766,0.121929,4.916408,0.334766,0,0,0.334766,0.121929,1,0,0,0,1,0,0,0
164000,-207.686895,67,3,0,'0 1 2 0 1 0 0 0 ,D,0.511608,0.072361,2.218724,0.511608,0.072361,0.511608,0.511608,0.511608,1,0,0,0,1,0,0,0
165000,-214.118114,25,2,0,'0 0 1 0 0 0 0 0 ,D,0.252503,0.252503,4.190159,0.252503,0.252503,0.252503,0.252503,0.252503,1,0,0,0,1,0,0,0
166000,-211.971683,67,2,2,'0 0 1 0 Z Z 0 0 ,D,0.282783,0.282783,4.504629,0.282783,0,0,0.282783,0.282783,1,0,0,0,1,0,0,0
167000,-215.170236,48,2,1,'1 1 0 1 Z 1 1 1 ,D,0.334152,0.334152,4.749529,0.334152,0,0.334152,0.334152,0.334152,1,0,0,0,1,0,0,0
168000,-210.555907,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.367619,0.367619,4.008179,0.367619,4.008179,0,0.367619,0.367619,1,0,0,0,1,0,0,0
169000,-215.361235,87,2,0,'1 1 0 1 0 1 1 1 ,D,0.43207,0.43207,3.147174,0.43207,3.147174,0.43207,0.43207,0.43207,1,0,0,0,1,0,0,0
170000,-214.147666,100,2,1,'0 0 1 0 1 Z 0 0 ,D,0.374237,0.374237,3.462132,0.374237,3.462132,0,0.374237,0.374237,1,0,0,0,1,0,0,0
171000,-215.465926,88,2,0,'0 0 1 0 0 0 0 0 ,D,0.201666,0.201666,3.170663,0.201666,0.201666,0.201666,0.201666,0.201666,1,0,0,0,1,0,0,0
172000,-212.48936,3,2,1,'0 0 1 0 0 1 0 Z ,D,0.322887,0.322887,2.549246,0.322887,0.322887,2.549246,0.322887,0,1,0,0,0,1,0,0,0
173000,-216.478947,86,2,1,'1 1 0 1 1 0 1 Z ,D,0.392132,0.392132,3.570633,0.392132,0.392132,3.570633,0.392132,0,1,0,0,0,1,0,0,0
174000,-215.147063,8,2,1,'1 1 0 1 1 0 1 Z ,D,0.385374,0.385374,2.265592,0.385374,0.385374,2.265592,0.385374,0,1,0,0,0,1,0,0,0
175000,-211.661954,52,3,1,'2 0 1 2 2 Z 2 0 ,D,0.530817,0.116968,2.6106,0.530817,0.530817,0,0.530817,0.116968,1,0,0,0,1,0,0,0
176000,-217.008245,80,2,1,'1 1 0 1 1 0 1 Z ,D,0.289121,0.289121,5.514012,0.289121,0.289121,5.514012,0.289121,0,1,0,0,0,1,0,0,0
177000,-215.834906,57,3,1,'0 0 1 0 0 2 0 Z ,D,0.243602,0.243602,4.176667,0.243602,0.243602,5.397065,0.243602,0,1,0,0,0,1,0,0,0
178000,-206.580103,67,3,1,'1 2 0 1 2 0 1 Z ,D,0.563458,0.182448,1.978292,0.563458,0.182448,1.978292,0.563458,0,1,0,0,0,1,0,0,0
179000,-214.41396,83,2,1,'1 1 0 1 0 0 1 Z ,D,0.359913,0.359913,1.936221,0.359913,1.936221,1.936221,0.359913,0,1,0,0,0,1,0,0,0
180000,-215.491157,31,2,1,'0 0 1 0 0 1 0 Z ,D,0.342466,0.342466,3.750446,0.342466,0.342466,3.750446,0.342466,0,1,0,0,0,1,0,0,0
181000,-213.609703,99,2,1,'0 0 1 0 1 1 0 Z ,D,0.414157,0.414157,2.149844,0.414157,2.149844,2.149844,0.414157,0,1,0,0,0,1,0,0,0
182000,-214.128848,72,2,1,'1 1 0 1 0 0 1 Z ,D,0.445182,0.445182,1.686754,0.445182,1.686754,1.686754,0.445182,0,1,0,0,0,1,0,0,0
183000,-213.065136,48,3,1,'1 1 0 1 2 2 1 Z ,D,0.420886,0.420886,2.192309,0.420886,2.8746,2.8746,0.420886,0,1,0,0,0,1,0,0,0
184000,-212.747463,57,2,1,'1 1 0 1 0 0 1 Z ,D,0.421077,0.421077,2.491026,0.421077,2.491026,2.491026,0.421077,0,1,0,0,0,1,0,0,0
185000,-212.900995,62,3,1,'0 0 1 2 1 1 2 Z ,D,0.323021,0.323021,2.062751,0.784464,2.062751,2.062751,0.784464,0,1,0,0,0,1,0,0,0
186000,-212.782941,80,3,1,'1 1 2 1 0 Z 1 1 ,D,0.422342,0.422342,4.088596,0.422342,8.095229,0,0.422342,0.422342,1,0,0,0,1,0,0,0
187000,-219.203186,65,3,1,'0 2 1 2 1 Z 0 0 ,D,0.840296,0.357263,7.506896,0.357263,7.506896,0,0.840296,0.840296,1,0,0,0,1,0,0,0
188000,-212.437207,67,2,1,'1 1 0 1 Z 1 1 1 ,D,0.291033,0.291033,5.0277,0.291033,0,0.291033,0.291033,0.291033,1,0,0,0,1,0,0,0
189000,-212.379578,33,2,0,'0 0 1 0 1 0 0 0 ,D,0.353438,0.353438,4.132489,0.353438,4.132489,0.353438,0.353438,0.353438,1,0,0,0,1,0,0,0
190000,-216.822469,17,2,0,'1 1 0 1 0 0 1 1 ,D,0.366238,0.366238,3.081683,0.366238,3.081683,3.081683,0.366238,0.366238,1,0,0,0,1,0,0,0
191000,-215.400482,77,2,0,'0 0 1 0 1 1 0 0 ,D,0.271828,0.271828,2.656682,0.271828,2.656682,2.656682,0.271828,0.271828,1,0,0,0,1,0,0,0
192000,-210.548168,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.332102,0.332102,4.079745,0.332102,4.079745,0,0.332102,0.332102,1,0,0,0,1,0,0,0
193000,-211.837853,3,3,1,'1 1 2 1 0 2 1 Z ,D,0.465291,0.465291,2.314221,0.465291,7.59873,2.314221,0.465291,0,1,0,0,0,1,0,0,0
194000,-214.373829,57,2,1,'0 0 1 0 1 1 0 Z ,D,0.339577,0.339577,3.38149,0.339577,3.38149,3.38149,0.339577,0,1,0,0,0,1,0,0,0
195000,-212.289553,67,2,0,'0 0 1 0 0 1 0 0 ,D,0.331324,0.331324,2.524485,0.331324,0.331324,2.524485,0.331324,0.331324,1,0,0,0,1,0,0,0
196000,-214.940749,99,3,0,'0 0 1 0 2 0 0 0 ,D,0.619676,0.619676,4.625075,0.619676,12.456987,0.619676,0.619676,0.619676,1,0,0,0,1,0,0,0
197000,-216.733508,21,3,0,'0 0 1 0 2 0 0 0 ,D,0.335404,0.335404,2.026463,0.335404,10.215499,0.335404,0.335404,0.335404,1,0,0,0,1,0,0,0
198000,-211.661194,3,2,0,'1 1 0 1 0 1 1 1 ,D,0.347638,0.347638,3.588505,0.347638,3.588505,0.347638,0.347638,0.347638,1,0,0,0,1,0,0,0
199000,-220.297185,2,2,1,'0 0 1 0 0 0 0 Z ,D,0.397016,0.397016,3.44942,0.397016,0.397016,0.397016,0.397016,0,1,0,0,0,1,0,0,0
200000,-213.682273,99,3,1,'2 2 1 2 2 Z 0 2 ,D,0.367143,0.367143,5.73706,0.367143,0.367143,0,1.11254,0.367143,1,0,0,0,1,0,0,0
201000,-213.483345,99,2,0,'1 1 0 1 0 1 1 1 ,D,0.417373,0.417373,4.598489,0.417373,4.598489,0.417373,0.417373,0.417373,1,0,0,0,1,0,0,0
202000,-212.231887,92,3,1,'0 0 2 0 1 Z 0 0 ,D,0.395133,0.395133,4.258183,0.395133,4.930899,0,0.395133,0.395133,1,0,0,0,1,0,0,0
203000,-212.347108,67,2,2,'0 0 1 0 Z Z 0 0 ,D,0.22005,0.22005,4.685648,0.22005,0,0,0.22005,0.22005,1,0,0,0,1,0,0,0
204000,-212.55645,92,2,1,'0 0 1 0 1 Z 0 0 ,D,0.383746,0.383746,3.64663,0.383746,3.64663,0,0.383746,0.383746,1,0,0,0,1,0,0,0
205000,-211.085511,78,3,1,'2 0 1 2 1 Z 2 0 ,D,0.645555,0.227045,3.136306,0.645555,3.136306,0,0.645555,0.227045,1,0,0,0,1,0,0,0
206000,-212.59027,49,2,1,'0 0 1 0 1 Z 0 0 ,D,0.285278,0.285278,4.111864,0.285278,4.111864,0,0.285278,0.285278,1,0,0,0,1,0,0,0
207000,-213.516983,3,2,1,'0 0 1 0 1 Z 0 0 ,D,0.541017,0.541017,4.519987,0.541017,4.519987,0,0.541017,0.541017,1,0,0,0,1,0,0,0
208000,-212.973386,92,2,0,'0 0 1 0 1 0 0 0 ,D,0.407865,0.407865,4.691406,0.407865,4.691406,0.407865,0.407865,0.407865,1,0,0,0,1,0,0,0
209000,-210.937854,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.302779,0.302779,4.342389,0.302779,4.342389,0.302779,0.302779,0.302779,1,0,0,0,1,0,0,0
210000,-212.930438,33,3,0,'0 0 2 0 1 0 0 0 ,D,0.464353,0.464353,4.394036,0.464353,6.067472,0.464353,0.464353,0.464353,1,0,0,0,1,0,0,0
211000,-214.611661,100,2,1,'0 0 1 0 1 Z 0 0 ,D,0.307449,0.307449,5.074956,0.307449,5.074956,0,0.307449,0.307449,1,0,0,0,1,0,0,0
212000,-217.265883,68,3,1,'0 0 2 0 1 0 0 Z ,D,0.470461,0.470461,2.653374,0.470461,7.871791,0.470461,0.470461,0,1,0,0,0,1,0,0,0
213000,-216.915301,72,3,1,'2 2 1 Z 0 1 2 2 ,D,0.590335,0.590335,2.03537,0,9.964369,2.03537,0.590335,0.590335,1,0,0,0,1,0,0,0
214000,-210.064447,49,3,1,'1 2 0 1 1 Z 1 2 ,D,0.607863,0.095492,4.632347,0.607863,0.607863,0,0.607863,0.095492,1,0,0,0,1,0,0,0
215000,-216.193234,92,2,1,'1 1 0 1 Z 0 1 1 ,D,0.405711,0.405711,4.185265,0.405711,0,4.185265,0.405711,0.405711,1,0,0,0,1,0,0,0
216000,-213.279537,92,2,0,'0 0 1 0 1 0 0 0 ,D,0.405899,0.405899,3.286445,0.405899,3.286445,0.405899,0.405899,0.405899,1,0,0,0,1,0,0,0
217000,-214.437929,87,2,1,'0 0 1 0 1 Z 0 0 ,D,0.434405,0.434405,4.609449,0.434405,4.609449,0,0.434405,0.434405,1,0,0,0,1,0,0,0
218000,-214.091141,83,2,1,'0 0 1 0 1 1 0 Z ,D,0.372422,0.372422,2.152666,0.372422,2.152666,2.152666,0.372422,0,1,0,0,0,1,0,0,0
219000,-215.939042,36,4,0,'0 2 1 2 2 3 0 2 ,D,0.722621,0.205283,1.585909,0.205283,0.205283,2.379128,0.722621,0.205283,1,0,0,0,1,0,0,0
220000,-210.102682,77,3,0,'0 2 1 0 0 2 0 2 ,D,0.483105,0.113768,3.737167,0.483105,0.483105,0.113768,0.483105,0.113768,1,0,0,0,1,0,0,0
221000,-211.005896,67,3,0,'1 1 0 1 2 1 1 1 ,D,0.444292,0.444292,3.817472,0.444292,5.404192,0.444292,0.444292,0.444292,1,0,0,0,1,0,0,0
222000,-214.468047,52,2,1,'0 0 1 0 1 Z 0 0 ,D,0.390597,0.390597,4.965253,0.390597,4.965253,0,0.390597,0.390597,1,0,0,0,1,0,0,0
223000,-213.481289,67,3,0,'0 0 2 0 1 0 0 0 ,D,0.649869,0.649869,3.946069,0.649869,16.645896,0.649869,0.649869,0.649869,1,0,0,0,1,0,0,0
224000,-213.032791,9,2,1,'1 1 0 1 0 Z 1 1 ,D,0.429453,0.429453,4.805862,0.429453,4.805862,0,0.429453,0.429453,1,0,0,0,1,0,0,0
225000,-214.99695,85,2,1,'1 1 0 1 0 Z 1 1 ,D,0.322875,0.322875,3.128276,0.322875,3.128276,0,0.322875,0.322875,1,0,0,0,1,0,0,0
226000,-211.84595,77,3,1,'2 1 0 2 Z 2 2 1 ,D,0.448269,0.263771,3.706281,0.448269,0,0.448269,0.448269,0.263771,1,0,0,0,1,0,0,0
227000,-215.171523,80,2,0,'0 0 1 0 0 1 0 0 ,D,0.307414,0.307414,1.887874,0.307414,0.307414,1.887874,0.307414,0.307414,1,0,0,0,1,0,0,0
228000,-217.173157,72,2,0,'0 0 1 0 0 0 0 0 ,D,0.409272,0.409272,5.314112,0.409272,0.409272,0.409272,0.409272,0.409272,1,0,0,0,1,0,0,0
229000,-212.679912,67,2,1,'0 0 1 0 0 Z 0 0 ,D,0.351683,0.351683,3.751747,0.351683,0.351683,0,0.351683,0.351683,1,0,0,0,1,0,0,0
230000,-213.588923,88,2,0,'1 1 0 1 0 1 1 1 ,D,0.28834,0.28834,5.227392,0.28834,5.227392,0.28834,0.28834,0.28834,1,0,0,0,1,0,0,0
231000,-212.021231,67,3,1,'0 0 1 0 2 Z 0 0 ,D,0.632926,0.632926,3.811284,0.632926,10.386016,0,0.632926,0.632926,1,0,0,0,1,0,0,0
232000,-212.441561,92,3,0,'0 0 2 0 1 0 0 0 ,D,0.406268,0.406268,3.721446,0.406268,7.231133,0.406268,0.406268,0.406268,1,0,0,0,1,0,0,0
233000,-214.942716,80,2,0,'0 0 1 0 0 0 0 0 ,D,0.252996,0.252996,5.235991,0.252996,0.252996,0.252996,0.252996,0.252996,1,0,0,0,1,0,0,0
234000,-215.72573,9,3,0,'1 1 2 1 1 0 1 1 ,D,0.302434,0.302434,1.733642,0.302434,0.302434,8.641441,0.302434,0.302434,1,0,0,0,1,0,0,0
235000,-214.491765,99,2,0,'1 1 0 1 1 1 1 1 ,D,0.288992,0.288992,4.129526,0.288992,0.288992,0.288992,0.288992,0.288992,1,0,0,0,1,0,0,0
236000,-217.26785,24,2,1,'1 1 0 1 1 0 1 Z ,D,0.293793,0.293793,5.129125,0.293793,0.293793,5.129125,0.293793,0,1,0,0,0,1,0,0,0
237000,-219.012417,50,2,1,'0 0 1 0 1 1 0 Z ,D,0.25495,0.25495,3.408251,0.25495,3.408251,3.408251,0.25495,0,1,0,0,0,1,0,0,0
238000,-213.546116,88,2,2,'1 1 0 1 Z 0 1 Z ,D,0.321233,0.321233,3.411848,0.321233,0,3.411848,0.321233,0,1,0,0,0,1,0,0,0
239000,-214.663388,61,2,1,'1 1 0 1 1 0 1 Z ,D,0.315473,0.315473,3.290499,0.315473,0.315473,3.290499,0.315473,0,1,0,0,0,1,0,0,0
240000,-213.916063,14,2,1,'1 1 0 1 0 Z 1 1 ,D,0.370385,0.370385,4.212756,0.370385,4.212756,0,0.370385,0.370385,1,0,0,0,1,0,0,0
241000,-214.391227,85,2,1,'0 0 1 0 1 1 0 Z ,D,0.370707,0.370707,2.533938,0.370707,2.533938,2.533938,0.370707,0,1,0,0,0,1,0,0,0
242000,-208.140306,3,3,0,'0 2 1 0 0 2 0 0 ,D,0.591768,0.136928,2.387169,0.591768,0.591768,0.136928,0.591768,0.591768,1,0,0,0,1,0,0,0
243000,-213.282792,3,2,0,'0 0 1 0 0 0 0 0 ,D,0.252175,0.252175,3.41803,0.252175,0.252175,0.252175,0.252175,0.252175,1,0,0,0,1,0,0,0
244000,-215.935371,67,2,1,'1 1 0 1 1 1 1 Z ,D,0.380036,0.380036,1.967562,0.380036,0.380036,0.380036,0.380036,0,1,0,0,0,1,0,0,0
245000,-213.74918,67,2,1,'1 1 0 1 1 Z 1 1 ,D,0.410816,0.410816,4.325611,0.410816,0.410816,0,0.410816,0.410816,1,0,0,0,1,0,0,0
246000,-210.153285,61,3,1,'2 0 1 2 1 Z 2 2 ,D,0.545966,0.163837,3.350327,0.545966,3.350327,0,0.545966,0.545966,1,0,0,0,1,0,0,0
247000,-213.41411,9,2,1,'1 1 0 1 0 Z 1 1 ,D,0.426422,0.426422,3.331924,0.426422,3.331924,0,0.426422,0.426422,1,0,0,0,1,0,0,0
248000,-215.188199,83,2,0,'0 0 1 0 0 0 0 0 ,D,0.299412,0.299412,4.981436,0.299412,0.299412,0.299412,0.299412,0.299412,1,0,0,0,1,0,0,0
249000,-211.808333,16,3,0,'2 1 0 2 2 2 2 1 ,D,0.619111,0.099611,3.805253,0.619111,0.619111,0.619111,0.619111,0.099611,1,0,0,0,1,0,0,0
250000,-211.272937,88,3,1,'2 1 0 2 Z 0 2 1 ,D,0.91865,0.09726,3.096951,0.91865,0,3.096951,0.91865,0.09726,1,0,0,0,1,0,0,0
251000,-213.101976,67,2,1,'1 1 0 1 Z 1 1 1 ,D,0.301225,0.301225,3.174111,0.301225,0,0.301225,0.301225,0.301225,1,0,0,0,1,0,0,0
252000,-212.769393,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.478285,0.478285,5.449127,0.478285,5.449127,0,0.478285,0.478285,1,0,0,0,1,0,0,0
253000,-213.09617,33,3,0,'1 1 0 1 2 1 1 1 ,D,0.540907,0.540907,2.794776,0.540907,8.803571,0.540907,0.540907,0.540907,1,0,0,0,1,0,0,0
254000,-214.526221,14,2,0,'0 0 1 0 1 0 0 0 ,D,0.368474,0.368474,3.399997,0.368474,3.399997,0.368474,0.368474,0.368474,1,0,0,0,1,0,0,0
255000,-210.704485,49,3,1,'2 1 0 2 Z 1 2 1 ,D,0.756438,0.225134,4.198949,0.756438,0,0.225134,0.756438,0.225134,1,0,0,0,1,0,0,0
256000,-214.921159,42,2,1,'0 0 1 0 1 Z 0 0 ,D,0.430028,0.430028,3.671368,0.430028,3.671368,0,0.430028,0.430028,1,0,0,0,1,0,0,0
257000,-213.182163,9,3,0,'2 2 1 0 1 0 2 2 ,D,0.243242,0.243242,4.309327,0.354356,4.309327,0.354356,0.243242,0.243242,1,0,0,0,1,0,0,0
258000,-217.341235,100,2,0,'1 1 0 1 0 1 1 1 ,D,0.573188,0.573188,4.889007,0.573188,4.889007,0.573188,0.573188,0.573188,1,0,0,0,1,0,0,0
259000,-212.37151,3,2,1,'0 0 1 0 1 Z 0 0 ,D,0.460872,0.460872,3.680136,0.460872,3.680136,0,0.460872,0.460872,1,0,0,0,1,0,0,0
260000,-214.31925,9,2,1,'0 0 1 0 Z 1 0 0 ,D,0.336066,0.336066,2.908179,0.336066,0,2.908179,0.336066,0.336066,1,0,0,0,1,0,0,0
261000,-212.446671,33,2,0,'0 0 1 0 1 0 0 0 ,D,0.372036,0.372036,4.412052,0.372036,4.412052,0.372036,0.372036,0.372036,1,0,0,0,1,0,0,0
262000,-215.964974,33,2,1,'0 0 1 0 Z 1 0 0 ,D,0.224751,0.224751,2.972134,0.224751,0,2.972134,0.224751,0.224751,1,0,0,0,1,0,0,0
263000,-212.814983,9,2,0,'0 0 1 0 1 0 0 0 ,D,0.296351,0.296351,3.891879,0.296351,3.891879,0.296351,0.296351,0.296351,1,0,0,0,1,0,0,0
264000,-210.756285,31,3,0,'0 2 1 0 0 2 0 2 ,D,0.550719,0.115081,2.972767,0.550719,0.550719,0.115081,0.550719,0.115081,1,0,0,0,1,0,0,0
265000,-215.044175,40,2,1,'0 0 1 0 0 1 0 Z ,D,0.299264,0.299264,2.903438,0.299264,0.299264,2.903438,0.299264,0,1,0,0,0,1,0,0,0
266000,-220.979008,34,2,2,'0 Z 1 0 1 Z 0 0 ,D,0.710849,0,5.568042,0.710849,5.568042,0,0.710849,0.710849,1,0,0,0,1,0,0,0
267000,-220.0285,25,2,1,'0 Z 1 0 0 0 0 0 ,D,1.08933,0,2.21414,1.08933,1.08933,1.08933,1.08933,1.08933,1,0,0,0,1,0,0,0
268000,-216.970124,25,2,3,'0 Z 1 0 Z Z 0 0 ,D,0.939977,0,5.135196,0.939977,0,0,0.939977,0.939977,1,0,0,0,1,0,0,0
269000,-219.178329,33,2,1,'1 Z 0 0 0 0 0 0 ,D,0.550346,0,1.93044,1.93044,1.93044,1.93044,1.93044,1.93044,1,0,0,0,1,0,0,0
270000,-218.888786,67,2,0,'1 1 0 0 1 0 0 0 ,D,0.320171,0.320171,1.30475,1.30475,0.320171,1.30475,1.30475,1.30475,1,0,0,0,1,0,0,0
271000,-214.976254,24,2,1,'1 1 0 1 0 Z 1 1 ,D,0.284553,0.284553,4.080792,0.284553,4.080792,0,0.284553,0.284553,1,0,0,0,1,0,0,0
272000,-211.203422,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.395751,0.395751,4.693805,0.395751,4.693805,0.395751,0.395751,0.395751,1,0,0,0,1,0,0,0
273000,-213.69981,33,2,1,'0 0 1 0 Z 0 0 0 ,D,0.219919,0.219919,4.325196,0.219919,0,0.219919,0.219919,0.219919,1,0,0,0,1,0,0,0
274000,-214.845947,80,2,0,'0 0 1 0 0 0 0 0 ,D,0.338134,0.338134,4.795713,0.338134,0.338134,0.338134,0.338134,0.338134,1,0,0,0,1,0,0,0
275000,-215.180087,9,2,0,'1 1 0 1 0 1 1 1 ,D,0.296886,0.296886,5.7046,0.296886,5.7046,0.296886,0.296886,0.296886,1,0,0,0,1,0,0,0
276000,-215.04735,87,3,1,'0 0 2 0 1 Z 0 0 ,D,0.350161,0.350161,3.653124,0.350161,11.013943,0,0.350161,0.350161,1,0,0,0,1,0,0,0
277000,-213.958307,3,2,2,'1 1 0 1 Z 0 1 Z ,D,0.433885,0.433885,3.343421,0.433885,0,3.343421,0.433885,0,1,0,0,0,1,0,0,0
278000,-215.889914,33,2,2,'1 1 0 1 Z Z 1 1 ,D,0.401245,0.401245,3.840443,0.401245,0,0,0.401245,0.401245,1,0,0,0,1,0,0,0
279000,-217.853085,65,3,0,'1 2 0 2 1 1 1 2 ,D,0.413161,0.110015,1.387438,0.110015,0.413161,0.413161,0.413161,0.110015,1,0,0,0,1,0,0,0
280000,-213.160996,33,2,0,'0 0 1 0 1 0 0 0 ,D,0.44804,0.44804,4.072958,0.44804,4.072958,0.44804,0.44804,0.44804,1,0,0,0,1,0,0,0
281000,-216.292631,8,2,1,'1 1 0 1 0 0 1 Z ,D,0.421855,0.421855,3.819324,0.421855,3.819324,3.819324,0.421855,0,1,0,0,0,1,0,0,0
282000,-211.947981,3,2,0,'1 1 0 1 0 1 1 1 ,D,0.37798,0.37798,3.378116,0.37798,3.378116,0.37798,0.37798,0.37798,1,0,0,0,1,0,0,0
283000,-213.439596,46,2,0,'0 0 1 0 1 0 0 0 ,D,0.323818,0.323818,4.682997,0.323818,4.682997,0.323818,0.323818,0.323818,1,0,0,0,1,0,0,0
284000,-211.526971,67,3,0,'1 2 0 2 1 1 1 2 ,D,0.825318,0.348976,4.975578,0.348976,0.825318,0.825318,0.825318,0.348976,1,0,0,0,1,0,0,0
285000,-218.629974,33,3,2,'1 1 2 1 0 Z 1 Z ,D,0.573871,0.573871,6.051745,0.573871,9.202075,0,0.573871,0,1,0,0,0,1,0,0,0
286000,-215.095522,40,2,1,'0 0 1 0 1 Z 0 0 ,D,0.356258,0.356258,3.01023,0.356258,3.01023,0,0.356258,0.356258,1,0,0,0,1,0,0,0
287000,-214.417329,32,3,1,'0 0 1 0 2 Z 0 0 ,D,0.355493,0.355493,4.062386,0.355493,2.825708,0,0.355493,0.355493,1,0,0,0,1,0,0,0
288000,-214.188505,92,2,1,'0 0 1 0 Z 0 0 0 ,D,0.214016,0.214016,3.775177,0.214016,0,0.214016,0.214016,0.214016,1,0,0,0,1,0,0,0
289000,-214.94179,4,2,2,'0 0 1 0 Z 1 0 Z ,D,0.344718,0.344718,2.845738,0.344718,0,2.845738,0.344718,0,1,0,0,0,1,0,0,0
290000,-214.554324,80,2,0,'1 1 0 1 1 1 1 1 ,D,0.329855,0.329855,3.753014,0.329855,0.329855,0.329855,0.329855,0.329855,1,0,0,0,1,0,0,0
291000,-213.835126,92,3,1,'1 1 2 1 0 Z 1 1 ,D,0.482338,0.482338,5.275128,0.482338,8.460825,0,0.482338,0.482338,1,0,0,0,1,0,0,0
292000,-213.513601,48,3,0,'0 0 2 0 1 0 0 0 ,D,0.36346,0.36346,3.510005,0.36346,6.555265,0.36346,0.36346,0.36346,1,0,0,0,1,0,0,0
293000,-215.658823,52,3,0,'1 1 2 1 0 1 1 1 ,D,0.563196,0.563196,2.323881,0.563196,8.43568,0.563196,0.563196,0.563196,1,0,0,0,1,0,0,0
294000,-207.404492,67,3,0,'0 2 1 0 0 0 0 2 ,D,0.633361,0.194728,3.581825,0.633361,0.633361,0.633361,0.633361,0.194728,1,0,0,0,1,0,0,0
295000,-214.59434,25,2,0,'0 0 1 0 0 0 0 0 ,D,0.209157,0.209157,4.638739,0.209157,0.209157,0.209157,0.209157,0.209157,1,0,0,0,1,0,0,0
296000,-213.860294,77,2,0,'1 1 0 1 1 1 1 1 ,D,0.268346,0.268346,4.230965,0.268346,0.268346,0.268346,0.268346,0.268346,1,0,0,0,1,0,0,0
297000,-208.416307,3,3,0,'2 1 0 2 2 1 2 2 ,D,0.489236,0.171649,3.796144,0.489236,0.489236,0.171649,0.489236,0.489236,1,0,0,0,1,0,0,0
298000,-209.387531,3,3,1,'1 2 0 1 1 Z 1 1 ,D,0.571452,0.224782,3.451918,0.571452,0.571452,0,0.571452,0.571452,1,0,0,0,1,0,0,0
299000,-213.809273,9,2,1,'0 0 1 0 Z 0 0 0 ,D,0.237717,0.237717,4.073084,0.237717,0,0.237717,0.237717,0.237717,1,0,0,0,1,0,0,0
300000,-215.341724,77,2,0,'1 1 0 1 0 1 1 1 ,D,0.277367,0.277367,5.473169,0.277367,5.473169,0.277367,0.277367,0.277367,1,0,0,0,1,0,0,0
301000,-212.811885,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.47923,0.47923,4.564108,0.47923,4.564108,0.47923,0.47923,0.47923,1,0,0,0,1,0,0,0
302000,-212.290922,67,2,1,'0 0 1 0 0 Z 0 0 ,D,0.222137,0.222137,4.72789,0.222137,0.222137,0,0.222137,0.222137,1,0,0,0,1,0,0,0
303000,-215.166633,57,2,0,'0 0 1 0 0 0 0 0 ,D,0.369767,0.369767,3.872043,0.369767,0.369767,0.369767,0.369767,0.369767,1,0,0,0,1,0,0,0
304000,-214.250854,88,2,1,'0 0 1 0 Z 0 0 0 ,D,0.248675,0.248675,5.296215,0.248675,0,0.248675,0.248675,0.248675,1,0,0,0,1,0,0,0
305000,-207.712025,67,3,1,'2 0 1 2 0 Z 2 2 ,D,0.539791,0.13864,4.517395,0.539791,0.13864,0,0.539791,0.539791,1,0,0,0,1,0,0,0
306000,-216.399873,100,3,1,'2 1 0 2 1 1 2 Z ,D,0.817917,0.219737,2.044504,0.817917,0.219737,0.219737,0.817917,0,1,0,0,0,1,0,0,0
307000,-215.238603,3,3,2,'1 Z 0 1 Z 2 1 1 ,D,0.863154,0,4.444226,0.863154,0,0.411048,0.863154,0.863154,1,0,0,0,1,0,0,0
308000,-218.03202,9,2,3,'1 Z 0 1 Z Z 1 1 ,D,0.508384,0,3.799667,0.508384,0,0,0.508384,0.508384,1,0,0,0,1,0,0,0
309000,-217.152629,57,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.770786,0,5.100205,0.770786,0,0.770786,0.770786,0.770786,1,0,0,0,1,0,0,0
310000,-216.361705,67,2,1,'1 Z 0 1 1 0 1 1 ,D,0.699525,0,3.491737,0.699525,0.699525,3.491737,0.699525,0.699525,1,0,0,0,1,0,0,0
